,price,minimum_nights,label
6173,59,1,1
6174,20,5,1
6175,235,3,1
6176,35,1,1
6177,35,1,1
6178,25,4,1
6179,60,4,1
6180,45,1,1
6181,50,1,1
6182,69,3,1
6183,73,2,1
6184,54,1,1
6185,160,1,1
6186,187,2,1
6187,80,7,1
6188,120,3,1
6189,85,3,1
6190,55,1,1
6191,60,4,1
6192,69,3,1
6193,45,4,1
6194,39,14,1
6195,38,2,1
6196,39,3,1
6197,25,1,1
6198,100,2,1
6199,55,3,1
6200,35,14,1
6201,27,21,1
6202,20,1,1
6203,40,1,1
6204,30,1,1
6205,40,14,1
6206,149,4,1
6207,70,7,1
6208,50,3,1
6209,95,4,1
6210,50,1,1
6211,140,120,1
6212,60,3,1
6213,70,5,1
6214,50,3,1
6215,29,1,1
6216,39,28,1
6217,17,1,1
6218,22,7,1
6219,25,2,1
6220,134,3,1
6221,99,2,1
6222,100,4,1
6223,50,16,1
6224,50,3,1
6225,35,2,1
6226,90,2,1
6227,28,4,1
6228,86,4,1
6229,36,2,1
6230,135,60,1
6231,40,3,1
6232,25,11,1
6233,45,20,1
6234,25,1,1
6235,50,1,1
6236,95,3,1
6237,50,3,1
6238,85,3,1
6239,35,3,1
6240,70,2,1
6241,50,5,1
6242,49,1,1
6243,20,1,1
6244,30,61,1
6245,42,4,1
6246,35,14,1
6247,41,1,1
6248,100,1,1
6249,45,7,1
6250,70,1,1
6251,58,3,1
6252,60,1,1
6253,79,3,1
6254,45,1,1
6255,80,5,1
6256,49,10,1
6257,44,6,1
6258,35,3,1
6259,35,2,1
6260,60,1,1
6261,46,3,1
6262,65,3,1
6263,45,2,1
6264,40,1,1
6265,90,7,1
6266,69,4,1
6267,35,1,1
6268,91,3,1
6269,45,1,1
6270,24,2,1
6271,14,5,1
6272,55,4,1
6273,35,1,1
6274,31,2,1
6275,75,3,1
6276,302,2,1
6277,25,14,1
6278,99,20,1
6279,40,3,1
6280,20,1,1
6281,33,14,1
6282,35,10,1
6283,40,2,1
6284,80,4,1
6285,55,1,1
6286,25,5,1
6287,35,1,1
6288,35,1,1
6289,55,2,1
6290,35,3,1
6291,27,2,1
6292,25,3,1
6293,130,3,1
6294,30,1,1
6295,60,1,1
6296,80,3,1
6297,27,1,1
6298,70,3,1
6299,60,3,1
6300,32,15,1
6301,40,1,1
6302,69,3,1
6303,131,1,1
6304,88,1,1
6305,38,1,1
6306,22,5,1
6307,60,1,1
6308,29,2,1
6309,53,1,1
6310,39,1,1
6311,70,4,1
6312,49,3,1
6313,60,3,1
6314,100,75,1
6315,19,1,1
6316,84,1,1
6317,60,7,1
6318,101,1,1
6319,65,1,1
6320,55,5,1
6321,50,3,1
6322,30,2,1
6323,65,3,1
6324,119,2,1
6325,96,3,1
6326,42,2,1
6327,20,3,1
6328,26,1,1
6329,50,2,1
6330,20,1,1
6331,32,1,1
6332,82,1,1
6333,60,3,1
6334,70,2,1
6335,129,2,1
6336,65,5,1
6337,35,1,1
6338,25,5,1
6339,65,1,1
6340,30,1,1
6341,10,1,1
6342,20,4,1
6343,55,1,1
6344,55,2,1
6345,34,3,1
6346,50,1,1
6347,150,61,1
6348,70,2,1
6349,25,10,1
6350,24,2,1
6351,50,4,1
6352,25,1,1
6353,37,14,1
6354,39,3,1
6355,75,1,1
6356,40,1,1
6357,35,2,1
6358,96,3,1
6359,45,1,1
6360,45,3,1
6361,35,4,1
6362,27,2,1
6363,40,2,1
6364,25,2,1
6365,85,1,1
6366,83,1,1
6367,35,2,1
6368,43,90,1
6369,50,1,1
6370,55,2,1
6371,45,5,1
6372,50,5,1
6373,220,7,1
6374,85,5,1
6375,85,3,1
6376,29,1,1
6377,30,4,1
6378,55,4,1
6379,85,2,1
6380,189,3,1
6381,191,3,1
6382,22,1,1
6383,36,30,1
6384,39,1,1
6385,36,3,1
6386,24,2,1
6387,46,1,1
6388,50,1,1
6389,35,1,1
6390,92,5,1
6391,75,3,1
6392,100,7,1
6393,51,1,1
6394,28,2,1
6395,169,3,1
6396,69,60,1
6397,95,3,1
6398,25,20,1
6399,48,2,1
6400,90,3,1
6401,27,2,1
6402,30,1,1
6403,20,1,1
6404,120,4,1
6405,79,1,1
6406,45,3,1
6407,25,7,1
6408,49,2,1
6409,150,2,1
6410,359,3,1
6411,26,1,1
6412,55,4,1
6413,180,5,1
6414,29,3,1
6415,25,5,1
6416,349,3,1
6417,30,4,1
6418,250,7,1
6419,29,5,1
6420,59,1,1
6421,50,3,1
6422,43,6,1
6423,360,2,1
6424,50,10,1
6425,60,3,1
6426,119,7,1
6427,39,1,1
6428,40,60,1
6429,35,1,1
6430,110,4,1
6431,13,8,1
6432,69,3,1
6433,20,2,1
6434,129,3,1
6435,70,2,1
6436,80,1,1
6437,40,2,1
6438,35,1,1
6439,50,2,1
6440,30,2,1
6441,28,4,1
6442,25,1,1
6443,55,2,1
6444,80,4,1
6445,100,60,1
6446,45,2,1
6447,390,1,1
6448,65,1,1
6449,42,5,1
6450,22,2,1
6451,53,3,1
6452,67,60,1
6453,62,3,1
6454,65,3,1
6455,55,5,1
6456,75,3,1
6457,35,1,1
6458,68,5,1
6459,70,1,1
6460,36,4,1
6461,120,5,1
6462,17,10,1
6463,40,1,1
6464,45,25,1
6465,250,1,1
6466,40,19,1
6467,50,9,1
6468,50,5,1
6469,150,3,1
6470,30,84,1
6471,27,4,1
6472,99,3,1
6473,75,3,1
6474,33,3,1
6475,25,3,1
6476,45,1,1
6477,21,3,1
6478,40,1,1
6479,50,3,1
6480,55,2,1
6481,30,2,1
6482,50,1,1
6483,45,3,1
6484,35,2,1
6485,24,2,1
6486,50,3,1
6487,150,5,1
6488,35,3,1
6489,23,1,1
6490,26,1,1
6491,15,1,1
6492,22,3,1
6493,60,2,1
6494,60,2,1
6495,85,1,1
6496,80,30,1
6497,60,14,1
6498,20,1,1
6499,75,2,1
6500,20,4,1
6501,45,1,1
6502,25,5,1
6503,125,1,1
6504,28,1,1
6505,53,1,1
6506,55,3,1
6507,25,5,1
6508,135,1,1
6509,50,1,1
6510,65,2,1
6511,149,1,1
6512,125,2,1
6513,135,1,1
6514,149,1,1
6515,38,7,1
6516,35,1,1
6517,25,14,1
6518,75,4,1
6519,50,3,1
6520,59,1,1
6521,35,1,1
6522,140,7,1
6523,65,5,1
6524,30,20,1
6525,200,4,1
6526,70,1,1
6527,59,5,1
6528,35,6,1
6529,58,120,1
6530,45,2,1
6531,65,2,1
6532,30,2,1
6533,75,4,1
6534,70,1,1
6535,45,7,1
6536,40,1,1
6537,32,90,1
6538,28,3,1
6539,35,63,1
6540,33,63,1
6541,32,63,1
6542,135,1,1
6543,40,1,1
6544,57,10,1
6545,34,2,1
6546,35,1,1
6547,76,3,1
6548,38,3,1
6549,100,2,1
6550,25,1,1
6551,23,7,1
6552,80,7,1
6553,20,1,1
6554,25,3,1
6555,20,1,1
6556,25,2,1
6557,114,7,1
6558,45,2,1
6559,25,1,1
6560,25,2,1
6561,28,2,1
6562,32,2,1
6563,24,5,1
6564,58,3,1
6565,15,5,1
6566,113,3,1
6567,39,2,1
6568,49,2,1
6569,43,90,1
6570,60,7,1
6571,39,7,1
6572,39,2,1
6573,140,3,1
6574,22,1,1
6575,150,2,1
6576,76,3,1
6577,60,3,1
6578,23,1,1
6579,50,1,1
6580,24,1,1
6581,50,240,1
6582,30,1,1
6583,28,186,1
6584,95,60,1
6585,75,7,1
6586,60,3,1
6587,14,1,1
6588,54,5,1
6589,120,2,1
6590,29,2,1
6591,60,1,1
6592,65,2,1
6593,28,5,1
6594,20,5,1
6595,40,1,1
6596,45,3,1
6597,49,60,1
6598,30,3,1
6599,13,1,1
6600,58,4,1
6601,30,10,1
6602,16,2,1
6603,30,2,1
6604,89,9,1
6605,50,1,1
6606,77,3,1
6607,25,2,1
6608,90,5,1
6609,70,2,1
6610,60,2,1
6611,350,4,1
6612,40,1,1
6613,27,15,1
6614,150,1,1
6615,35,5,1
6616,30,7,1
6617,18,1,1
6618,150,14,1
6619,60,1,1
6620,45,2,1
6621,88,5,1
6622,28,5,1
6623,50,2,1
6624,27,3,1
6625,35,1,1
6626,25,1,1
6627,18,1,1
6628,51,90,1
6629,17,1,1
6630,28,3,1
6631,59,2,1
6632,80,5,1
6633,69,3,1
6634,40,8,1
6635,25,4,1
6636,25,10,1
6637,99,1,1
6638,70,14,1
6639,35,2,1
6640,27,5,1
6641,100,4,1
6642,16,1,1
6643,180,3,1
6644,18,1,1
6645,80,3,1
6646,90,4,1
6647,45,60,1
6648,65,2,1
6649,30,2,1
6650,60,5,1
6651,19,1,1
6652,26,1,1
6653,30,1,1
6654,50,2,1
6655,9000,100,0
6656,90,10,1
6657,99,2,1
6658,45,1,1
6659,20,1,1
6660,25,2,1
6661,39,4,1
6662,22,1,1
6663,19,7,1
6664,72,3,1
6665,60,4,1
6666,82,4,1
6667,43,2,1
6668,20,1,1
6669,28,1,1
6670,59,2,1
6671,50,2,1
6672,13,5,1
6673,74,2,1
6674,40,3,1
6675,40,5,1
6676,18,1,1
6677,20,1,1
6678,35,8,1
6679,66,3,1
6680,40,1,1
6681,58,7,1
6682,100,1,1
6683,26,2,1
6684,40,1,1
6685,18,1,1
6686,44,8,1
6687,159,1,1
6688,58,2,1
6689,60,4,1
6690,50,2,1
6691,50,2,1
6692,50,7,1
6693,20,400,1
6694,38,3,1
6695,55,2,1
6696,36,30,1
6697,39,30,1
6698,30,6,1
6699,35,3,1
6700,40,2,1
6701,45,2,1
6702,49,1,1
6703,50,1,1
6704,165,1,1
6705,99,5,1
6706,60,2,1
6707,25,7,1
6708,44,5,1
6709,70,5,1
6710,13,1,1
6711,200,1,1
6712,14,5,1
6713,62,4,1
6714,60,1,1
6715,149,2,1
6716,24,1,1
6717,15,5,1
6718,50,5,1
6719,99,2,1
6720,30,10,1
6721,40,1,1
6722,30,60,1
6723,60,7,1
6724,55,2,1
6725,100,1,1
6726,60,3,1
6727,25,2,1
6728,70,3,1
6729,79,1,1
6730,30,2,1
6731,34,1,1
6732,46,2,1
6733,70,3,1
6734,35,2,1
6735,30,1,1
6736,25,1,1
6737,42,1,1
6738,85,5,1
6739,27,5,1
6740,48,5,1
6741,90,3,1
6742,50,5,1
6743,304,2,1
6744,85,2,1
6745,26,1,1
6746,29,7,1
6747,70,1,1
6748,21,1,1
6749,80,7,1
6750,40,1,1
6751,60,3,1
6752,25,2,1
6753,65,2,1
6754,35,7,1
6755,45,3,1
6756,55,5,1
6757,45,1,1
6758,30,1,1
6759,28,5,1
6760,27,6,1
6761,30,4,1
6762,40,10,1
6763,26,4,1
6764,58,5,1
6765,30,2,1
6766,45,7,1
6767,75,5,1
6768,46,1,1
6769,40,5,1
6770,40,4,1
6771,26,10,1
6772,25,1,1
6773,25,6,1
6774,32,1,1
6775,240,3,1
6776,20,40,1
6777,25,1,1
6778,118,4,1
6779,47,1,1
6780,175,4,1
6781,39,1,1
6782,21,2,1
6783,16,4,1
6784,300,3,1
6785,48,2,1
6786,35,1,1
6787,120,3,1
6788,45,2,1
6789,28,1,1
6790,60,3,1
6791,150,60,1
6792,80,50,1
6793,40,14,1
6794,75,7,1
6795,48,6,1
6796,56,50,1
6797,150,7,1
6798,15,1,1
6799,30,1,1
6800,40,1,1
6801,150,5,1
6802,38,10,1
6803,60,5,1
6804,25,1,1
6805,129,2,1
6806,260,3,1
6807,48,1,1
6808,17,1,1
6809,60,1,1
6810,29,4,1
6811,30,1,1
6812,37,1,1
6813,85,10,1
6814,22,5,1
6815,130,3,1
6816,25,2,1
6817,30,7,1
6818,32,1,1
6819,50,3,1
6820,31,2,1
6821,20,1,1
6822,42,15,1
6823,60,4,1
6824,60,3,1
6825,45,60,1
6826,35,30,1
6827,30,2,1
6828,16,90,1
6829,250,3,1
6830,27,4,1
6831,100,3,1
6832,150,3,1
6833,45,4,1
6834,32,2,1
6835,62,2,1
6836,40,2,1
6837,45,1,1
6838,25,2,1
6839,65,3,1
6840,25,2,1
6841,16,1,1
6842,18,62,1
6843,42,3,1
6844,21,1,1
6845,75,12,1
6846,45,3,1
6847,160,1,1
6848,55,2,1
6849,147,2,1
6850,13,13,1
6851,30,1,1
6852,22,5,1
6853,45,1,1
6854,30,3,1
6855,50,14,1
6856,55,5,1
6857,25,2,1
6858,16,4,1
6859,20,5,1
6860,90,6,1
6861,90,4,1
6862,99,3,1
6863,95,2,1
6864,90,1,1
6865,25,4,1
6866,60,3,1
6867,25,1,1
6868,65,1,1
6869,40,1,1
6870,48,1,1
6871,50,3,1
6872,25,1,1
6873,89,5,1
6874,30,1,1
6875,55,1,1
6876,55,4,1
6877,48,1,1
6878,45,15,1
6879,80,7,1
6880,45,4,1
6881,52,5,1
6882,32,1,1
6883,79,1,1
6884,62,10,1
6885,60,90,1
6886,79,2,1
6887,19,2,1
6888,55,4,1
6889,35,1,1
6890,45,5,1
6891,70,1,1
6892,30,3,1
6893,90,2,1
6894,35,1,1
6895,17,9,1
6896,60,2,1
6897,49,2,1
6898,49,2,1
6899,60,3,1
6900,23,1,1
6901,80,3,1
6902,60,1,1
6903,50,1,1
6904,109,5,1
6905,25,3,1
6906,35,1,1
6907,37,2,1
6908,25,2,1
6909,35,1,1
6910,58,3,1
6911,60,7,1
6912,35,1,1
6913,110,1,1
6914,36,30,1
6915,50,2,1
6916,53,1,1
6917,12,1,1
6918,40,1,1
6919,53,90,1
6920,70,1,1
6921,41,1,1
6922,35,10,1
6923,10,1,1
6924,25,6,1
6925,50,1,1
6926,70,1,1
6927,48,1,1
6928,67,3,1
6929,150,90,1
6930,39,1,1
6931,30,7,1
6932,68,5,1
6933,60,2,1
6934,70,2,1
6935,79,1,1
6936,35,1,1
6937,55,3,1
6938,70,1,1
6939,52,7,1
6940,27,1,1
6941,60,5,1
6942,92,3,1
6943,40,2,1
6944,44,2,1
6945,45,4,1
6946,40,20,1
6947,50,4,1
6948,70,2,1
6949,55,3,1
6950,20,1,1
6951,18,1,1
6952,55,5,1
6953,30,1,1
6954,50,1,1
6955,20,1,1
6956,56,2,1
6957,60,1,1
6958,80,5,1
6959,60,1,1
6960,52,1,1
6961,35,1,1
6962,30,4,1
6963,30,3,1
6964,70,3,1
6965,30,1,1
6966,40,6,1
6967,24,10,1
6968,65,2,1
6969,40,1,1
6970,80,3,1
6971,32,14,1
6972,210,2,1
6973,45,1,1
6974,89,3,1
6975,30,1,1
6976,25,2,1
6977,50,2,1
6978,46,6,1
6979,125,1,1
6980,21,3,1
6981,160,3,1
6982,32,1,1
6983,120,2,1
6984,25,1,1
6985,50,1,1
6986,40,30,1
6987,70,1,1
6988,30,1,1
6989,77,4,1
6990,39,1,1
6991,25,7,1
6992,40,4,1
6993,25,5,1
6994,40,2,1
6995,179,2,1
6996,37,1,1
6997,30,3,1
6998,37,10,1
6999,100,2,1
7000,40,1,1
7001,30,1,1
7002,45,2,1
7003,95,4,1
7004,60,5,1
7005,22,1,1
7006,39,1,1
7007,35,1,1
7008,25,1,1
7009,45,7,1
7010,50,3,1
7011,110,6,1
7012,20,1,1
7013,25,1,1
7014,49,3,1
7015,45,2,1
7016,80,1,1
7017,25,1,1
7018,49,1,1
7019,35,3,1
7020,25,2,1
7021,50,1,1
7022,26,1,1
7023,65,6,1
7024,25,1,1
7025,42,1,1
7026,80,1,1
7027,20,2,1
7028,85,5,1
7029,65,1,1
7030,85,3,1
7031,50,4,1
7032,75,1,1
7033,75,1,1
7034,88,60,1
7035,25,1,1
7036,35,2,1
7037,65,2,1
7038,90,4,1
7039,29,1,1
7040,60,3,1
7041,53,1,1
7042,99,3,1
7043,60,1,1
7044,60,1,1
7045,44,1,1
7046,47,7,1
7047,30,5,1
7048,104,3,1
7049,80,2,1
7050,20,1,1
7051,15,3,1
7052,48,1,1
7053,21,3,1
7054,39,1,1
7055,35,3,1
7056,90,1,1
7057,50,3,1
7058,23,15,1
7059,60,1,1
7060,28,2,1
7061,60,1,1
7062,22,2,1
7063,30,7,1
7064,35,1,1
7065,55,3,1
7066,49,1,1
7067,89,2,1
7068,34,7,1
7069,29,1,1
7070,50,5,1
7071,50,4,1
7072,50,1,1
7073,43,1,1
7074,39,4,1
7075,30,1,1
7076,50,2,1
7077,40,1,1
7078,119,4,1
7079,45,1,1
7080,30,2,1
7081,55,2,1
7082,30,1,1
7083,26,1,1
7084,20,7,1
7085,70,2,1
7086,20,1,1
7087,220,3,1
7088,25,1,1
7089,54,2,1
7090,89,1,1
7091,48,1,1
7092,60,2,1
7093,30,1,1
7094,60,1,1
7095,20,10,1
7096,31,1,1
7097,40,4,1
7098,21,1,1
7099,129,2,1
7100,35,14,1
7101,35,5,1
7102,42,2,1
7103,20,4,1
7104,95,3,1
7105,60,4,1
7106,45,5,1
7107,28,3,1
7108,35,2,1
7109,49,1,1
7110,25,1,1
7111,70,4,1
7112,60,1,1
7113,36,50,1
7114,20,6,1
7115,50,3,1
7116,90,1,1
7117,37,13,1
7118,37,2,1
7119,35,28,1
7120,100,2,1
7121,23,1,1
7122,45,1,1
7123,23,1,1
7124,115,2,1
7125,30,3,1
7126,84,2,1
7127,35,2,1
7128,45,15,1
7129,40,3,1
7130,107,3,1
7131,21,9,1
7132,65,2,1
7133,35,1,1
7134,21,3,1
7135,18,2,1
7136,60,1,1
7137,100,25,1
7138,17,6,1
7139,25,5,1
7140,40,2,1
7141,44,3,1
7142,29,1,1
7143,150,2,1
7144,50,3,1
7145,160,60,1
7146,50,1,1
7147,59,2,1
7148,119,4,1
7149,50,1,1
7150,50,3,1
7151,38,2,1
7152,35,2,1
7153,29,1,1
7154,25,1,1
7155,89,7,1
7156,55,1,1
7157,120,3,1
7158,29,150,1
7159,52,60,1
7160,50,2,1
7161,45,3,1
7162,45,7,1
7163,20,3,1
7164,56,3,1
7165,90,1,1
7166,25,1,1
7167,19,3,1
7168,20,3,1
7169,70,1,1
7170,95,1,1
7171,140,21,1
7172,103,3,1
7173,191,1,1
7174,450,3,1
7175,32,2,1
7176,55,5,1
7177,20,1,1
7178,62,1,1
7179,35,24,1
7180,25,7,1
7181,40,5,1
7182,43,5,1
7183,51,2,1
7184,46,1,1
7185,40,1,1
7186,56,2,1
7187,120,3,1
7188,29,10,1
7189,30,15,1
7190,35,1,1
7191,27,30,1
7192,27,30,1
7193,24,2,1
7194,70,1,1
7195,29,2,1
7196,40,1,1
7197,21,3,1
7198,49,2,1
7199,18,10,1
7200,45,5,1
7201,48,15,1
7202,30,2,1
7203,65,3,1
7204,45,2,1
7205,26,30,1
7206,26,30,1
7207,25,1,1
7208,17,1,1
7209,37,1,1
7210,40,10,1
7211,25,7,1
7212,45,1,1
7213,50,3,1
7214,37,3,1
7215,130,3,1
7216,60,4,1
7217,49,1,1
7218,69,2,1
7219,20,7,1
7220,40,1,1
7221,100,2,1
7222,120,3,1
7223,40,1,1
7224,52,60,1
7225,35,2,1
7226,79,4,1
7227,85,1,1
7228,110,3,1
7229,22,2,1
7230,15,12,1
7231,15,8,1
7232,70,7,1
7233,50,1,1
7234,40,1,1
7235,30,2,1
7236,60,1,1
7237,55,30,1
7238,47,2,1
7239,29,1,1
7240,34,3,1
7241,25,1,1
7242,39,4,1
7243,179,1,1
7244,32,2,1
7245,25,1,1
7246,45,1,1
7247,15,2,1
7248,24,2,1
7249,20,1,1
7250,45,1,1
7251,50,2,1
7252,35,1,1
7253,40,2,1
7254,18,1,1
7255,130,30,1
7256,39,30,1
7257,28,10,1
7258,28,2,1
7259,39,2,1
7260,65,3,1
7261,30,3,1
7262,120,3,1
7263,15,1,1
7264,35,3,1
7265,55,1,1
7266,60,2,1
7267,75,3,1
7268,24,1,1
7269,23,2,1
7270,30,6,1
7271,35,1,1
7272,55,1,1
7273,19,1,1
7274,21,4,1
7275,22,1,1
7276,40,1,1
7277,22,2,1
7278,25,14,1
7279,58,3,1
7280,30,3,1
7281,25,3,1
7282,25,1,1
7283,25,1,1
7284,30,3,1
7285,22,1,1
7286,28,3,1
7287,35,25,1
7288,89,56,1
7289,26,1,1
7290,120,1,1
7291,25,1,1
7292,55,5,1
7293,85,1,1
7294,14,1,1
7295,40,14,1
7296,42,1,1
7297,35,1,1
7298,33,3,1
7299,50,1,1
7300,35,1,1
7301,25,1,1
7302,45,60,1
7303,50,1,1
7304,899,1,1
7305,140,1,1
7306,55,1,1
7307,89,1,1
7308,62,2,1
7309,25,3,1
7310,50,3,1
7311,89,2,1
7312,37,2,1
7313,25,2,1
7314,154,2,1
7315,70,3,1
7316,110,2,1
7317,50,4,1
7318,75,3,1
7319,24,2,1
7320,120,7,1
7321,65,2,1
7322,40,4,1
7323,28,1,1
7324,23,1,1
7325,30,1,1
7326,40,1,1
7327,35,1,1
7328,25,3,1
7329,33,20,1
7330,20,1,1
7331,50,1,1
7332,32,3,1
7333,75,4,1
7334,35,1,1
7335,156,2,1
7336,55,10,1
7337,35,1,1
7338,40,60,1
7339,30,6,1
7340,58,3,1
7341,30,1,1
7342,18,1,1
7343,27,28,1
7344,70,4,1
7345,114,4,1
7346,37,1,1
7347,33,15,1
7348,59,2,1
7349,26,4,1
7350,25,4,1
7351,65,2,1
7352,25,1,1
7353,79,1,1
7354,39,2,1
7355,25,1,1
7356,28,1,1
7357,75,2,1
7358,23,2,1
7359,35,1,1
7360,98,150,1
7361,25,1,1
7362,38,1,1
7363,40,2,1
7364,15,1,1
7365,50,1,1
7366,30,1,1
7367,60,1,1
7368,105,4,1
7369,32,4,1
7370,117,3,1
7371,42,2,1
7372,25,5,1
7373,30,1,1
7374,49,2,1
7375,40,3,1
7376,30,3,1
7377,55,1,1
7378,85,2,1
7379,28,180,1
7380,129,2,1
7381,18,2,1
7382,22,2,1
7383,60,14,1
7384,30,14,1
7385,30,2,1
7386,20,4,1
7387,44,7,1
7388,50,1,1
7389,115,2,1
7390,21,20,1
7391,19,3,1
7392,20,10,1
7393,39,3,1
7394,32,18,1
7395,25,1,1
7396,150,1,1
7397,35,1,1
7398,90,1,1
7399,49,4,1
7400,75,4,1
7401,27,1,1
7402,130,2,1
7403,35,1,1
7404,120,2,1
7405,20,2,1
7406,39,3,1
7407,30,1,1
7408,95,1,1
7409,38,1,1
7410,40,1,1
7411,45,1,1
7412,40,2,1
7413,35,1,1
7414,38,1,1
7415,49,30,1
7416,75,2,1
7417,23,2,1
7418,24,1,1
7419,11,1,1
7420,69,1,1
7421,15,1,1
7422,22,1,1
7423,32,2,1
7424,101,90,1
7425,50,1,1
7426,30,1,1
7427,40,30,1
7428,129,3,1
7429,26,6,1
7430,28,1,1
7431,85,3,1
7432,22,2,1
7433,30,2,1
7434,30,1,1
7435,95,14,1
7436,20,14,1
7437,25,1,1
7438,26,1,1
7439,28,2,1
7440,100,2,1
7441,30,1,1
7442,70,3,1
7443,50,2,1
7444,220,2,1
7445,29,4,1
7446,55,1,1
7447,219,1,1
7448,50,1,1
7449,80,7,1
7450,35,1,1
7451,20,1,1
7452,29,3,1
7453,80,1,1
7454,40,14,1
7455,30,1,1
7456,59,14,1
7457,60,3,1
7458,15,7,1
7459,12,7,1
7460,39,1,1
7461,30,1,1
7462,25,1,1
7463,210,2,1
7464,40,1,1
7465,30,1,1
7466,60,1,1
7467,22,1,1
7468,30,3,1
7469,17,4,1
7470,22,1,1
7471,91,2,1
7472,39,17,1
7473,9,7,1
7474,28,2,1
7475,26,1,1
7476,30,7,1
7477,32,3,1
7478,22,1,1
7479,25,2,1
7480,15,1,1
7481,15,2,1
7482,49,2,1
7483,30,1,1
7484,25,2,1
7485,40,21,1
7486,28,2,1
7487,44,2,1
7488,26,6,1
7489,48,7,1
7490,30,22,1
7491,99,2,1
7492,165,3,1
7493,30,2,1
7494,60,3,1
7495,85,2,1
7496,149,1,1
7497,109,2,1
7498,30,3,1
7499,35,5,1
7500,45,3,1
7501,30,1,1
7502,179,1,1
7503,115,1,1
7504,55,1,1
7505,60,4,1
7506,30,1,1
7507,34,2,1
7508,63,61,1
7509,36,3,1
7510,120,90,1
7511,69,3,1
7512,65,61,1
7513,50,2,1
7514,95,2,1
7515,34,3,1
7516,42,6,1
7517,80,7,1
7518,26,1,1
7519,33,2,1
7520,35,1,1
7521,17,10,1
7522,80,1,1
7523,59,3,1
7524,17,6,1
7525,12,60,1
7526,25,3,1
7527,69,5,1
7528,65,14,1
7529,145,3,1
7530,23,1,1
7531,16,1,1
7532,25,8,1
7533,25,1,1
7534,70,3,1
7535,76,3,1
7536,30,1,1
7537,40,1,1
7538,15,1,1
7539,65,5,1
7540,40,14,1
7541,50,2,1
7542,200,5,1
7543,120,1,1
7544,55,4,1
7545,25,2,1
7546,27,21,1
7547,95,3,1
7548,80,2,1
7549,40,3,1
7550,25,1,1
7551,80,3,1
7552,20,3,1
7553,40,5,1
7554,40,3,1
7555,25,1,1
7556,80,5,1
7557,18,4,1
7558,100,3,1
7559,35,3,1
7560,48,4,1
7561,70,1,1
7562,17,3,1
7563,25,2,1
7564,67,3,1
7565,25,2,1
7566,16,1,1
7567,42,1,1
7568,25,1,1
7569,35,1,1
7570,34,1,1
7571,23,4,1
7572,25,14,1
7573,49,1,1
7574,22,1,1
7575,20,1,1
7576,19,4,1
7577,65,1,1
7578,55,1,1
7579,45,2,1
7580,17,1,1
7581,55,2,1
7582,55,5,1
7583,50,3,1
7584,50,1,1
7585,25,1,1
7586,69,25,1
7587,52,1,1
7588,70,3,1
7589,29,7,1
7590,34,30,1
7591,40,5,1
7592,47,1,1
7593,49,1,1
7594,75,3,1
7595,33,21,1
7596,50,1,1
7597,40,4,1
7598,78,4,1
7599,39,2,1
7600,39,5,1
7601,30,2,1
7602,20,1,1
7603,50,4,1
7604,40,1,1
7605,85,3,1
7606,70,1,1
7607,40,2,1
7608,210,2,1
7609,15,3,1
7610,12,1,1
7611,25,1,1
7612,9,1,1
7613,50,5,1
7614,88,4,1
7615,15,2,1
7616,25,1,1
7617,50,4,1
7618,65,4,1
7619,30,5,1
7620,22,7,1
7621,18,2,1
7622,170,1,1
7623,75,1,1
7624,10,6,1
7625,87,2,1
7626,25,2,1
7627,15,1,1
7628,50,60,1
7629,50,90,1
7630,30,2,1
7631,60,2,1
7632,50,1,1
7633,68,2,1
7634,45,2,1
7635,25,2,1
7636,50,6,1
7637,90,15,1
7638,47,1,1
7639,35,5,1
7640,150,3,1
7641,28,3,1
7642,57,2,1
7643,55,2,1
7644,22,1,1
7645,150,2,1
7646,35,3,1
7647,100,1,1
7648,47,3,1
7649,45,2,1
7650,23,4,1
7651,30,1,1
7652,23,1,1
7653,55,2,1
7654,80,2,1
7655,130,3,1
7656,60,2,1
7657,23,1,1
7658,29,1,1
7659,80,3,1
7660,39,1,1
7661,35,2,1
7662,130,2,1
7663,55,1,1
7664,68,2,1
7665,65,30,1
7666,89,3,1
7667,55,2,1
7668,33,5,1
7669,55,2,1
7670,35,3,1
7671,45,6,1
7672,65,3,1
7673,79,1,1
7674,105,2,1
7675,109,3,1
7676,50,6,1
7677,15,1,1
7678,14,1,1
7679,45,4,1
7680,48,1,1
7681,123,7,1
7682,50,3,1
7683,33,2,1
7684,19,1,1
7685,55,3,1
7686,60,1,1
7687,15,14,1
7688,35,1,1
7689,27,2,1
7690,29,1,1
7691,54,30,1
7692,25,2,1
7693,70,2,1
7694,28,1,1
7695,65,5,1
7696,25,2,1
7697,25,3,1
7698,40,2,1
7699,25,1,1
7700,20,1,1
7701,35,3,1
7702,35,1,1
7703,60,14,1
7704,45,1,1
7705,41,1,1
7706,59,3,1
7707,33,62,1
7708,14,6,1
7709,12,1,1
7710,150,2,1
7711,32,2,1
7712,32,1,1
7713,32,2,1
7714,29,1,1
7715,30,6,1
7716,49,4,1
7717,120,2,1
7718,60,1,1
7719,160,4,1
7720,62,60,1
7721,34,7,1
7722,40,2,1
7723,40,2,1
7724,20,3,1
7725,1900,1,1
7726,34,3,1
