,price,minimum_nights,label
11378,23,6,1
11379,28,1,1
11380,25,2,1
11381,48,2,1
11382,120,3,1
11383,60,2,1
11384,65,5,1
11385,27,1,1
11386,35,1,1
11387,20,2,1
11388,39,7,1
11389,21,1,1
11390,40,5,1
11391,40,3,1
11392,95,2,1
11393,35,1,1
11394,35,5,1
11395,17,27,1
11396,50,2,1
11397,25,2,1
11398,30,7,1
11399,30,7,1
11400,150,3,1
11401,68,1,1
11402,39,2,1
11403,28,21,1
11404,34,3,1
11405,59,2,1
11406,85,2,1
11407,27,2,1
11408,32,2,1
11409,77,20,1
11410,25,8,1
11411,40,1,1
11412,179,1,1
11413,30,24,1
11414,65,4,1
11415,98,2,1
11416,59,2,1
11417,20,2,1
11418,72,2,1
11419,67,1,1
11420,34,6,1
11421,33,60,1
11422,45,3,1
11423,100,4,1
11424,39,2,1
11425,35,2,1
11426,47,2,1
11427,100,15,1
11428,27,2,1
11429,120,1,1
11430,55,2,1
11431,60,2,1
11432,58,1,1
11433,25,2,1
11434,65,2,1
11435,150,2,1
11436,40,6,1
11437,22,2,1
11438,20,2,1
11439,19,4,1
11440,65,3,1
11441,50,3,1
11442,25,4,1
11443,72,5,1
11444,52,5,1
11445,130,1,1
11446,129,2,1
11447,99,3,1
11448,93,59,1
11449,27,2,1
11450,17,2,1
11451,55,2,1
11452,45,3,1
11453,39,2,1
11454,100,5,1
11455,91,1,1
11456,35,1,1
11457,20,3,1
11458,55,3,1
11459,30,1,1
11460,65,2,1
11461,80,5,1
11462,50,3,1
11463,110,2,1
11464,30,1,1
11465,49,2,1
11466,200,3,1
11467,60,3,1
11468,33,1,1
11469,35,2,1
11470,28,1,1
11471,500,1,1
11472,50,2,1
11473,25,1,1
11474,75,90,1
11475,30,1,1
11476,69,1,1
11477,23,1,1
11478,25,4,1
11479,40,2,1
11480,36,30,1
11481,26,2,1
11482,160,1,1
11483,23,1,1
11484,45,2,1
11485,30,5,1
11486,30,21,1
11487,30,9,1
11488,39,60,1
11489,75,3,1
11490,42,4,1
11491,79,4,1
11492,279,2,1
11493,27,1,1
11494,59,3,1
11495,119,1,1
11496,35,1,1
11497,42,3,1
11498,54,3,1
11499,57,2,1
11500,30,2,1
11501,27,3,1
11502,80,1,1
11503,26,90,1
11504,99,2,1
11505,45,2,1
11506,50,4,1
11507,39,28,1
11508,129,2,1
11509,17,1,1
11510,50,3,1
11511,40,1,1
11512,33,1,1
11513,21,2,1
11514,130,4,1
11515,30,1,1
11516,100,5,1
11517,89,2,1
11518,40,1,1
11519,40,3,1
11520,35,3,1
11521,10,10,1
11522,89,2,1
11523,40,14,1
11524,20,12,1
11525,55,14,1
11526,196,2,1
11527,35,3,1
11528,50,1,1
11529,100,4,1
11530,100,2,1
11531,20,2,1
11532,49,3,1
11533,15,14,1
11534,145,2,1
11535,29,2,1
11536,26,21,1
11537,90,3,1
11538,35,2,1
11539,25,3,1
11540,26,2,1
11541,169,7,1
11542,499,2,1
11543,145,2,1
11544,70,2,1
11545,14,1,1
11546,20,20,1
11547,50,2,1
11548,49,1,1
11549,40,1,1
11550,120,2,1
11551,60,2,1
11552,34,2,1
11553,109,3,1
11554,60,4,1
11555,17,4,1
11556,33,3,1
11557,21,4,1
11558,50,1,1
11559,35,1,1
11560,40,1,1
11561,9,95,1
11562,60,1,1
11563,40,3,1
11564,35,1,1
11565,55,5,1
11566,20,3,1
11567,70,4,1
11568,39,4,1
11569,50,5,1
11570,70,2,1
11571,20,7,1
11572,50,4,1
11573,15,7,1
11574,79,30,1
11575,28,2,1
11576,99,1,1
11577,80,1,1
11578,145,2,1
11579,145,2,1
11580,50,10,1
11581,37,1,1
11582,240,2,1
11583,20,1,1
11584,80,2,1
11585,36,6,1
11586,170,3,1
11587,40,7,1
11588,125,2,1
11589,36,7,1
11590,78,5,1
11591,14,14,1
11592,32,1,1
11593,30,4,1
11594,32,2,1
11595,70,4,1
11596,98,3,1
11597,51,4,1
11598,37,1,1
11599,25,60,1
11600,40,3,1
11601,24,3,1
11602,65,3,1
11603,70,2,1
11604,56,3,1
11605,25,2,1
11606,40,2,1
11607,20,6,1
11608,20,6,1
11609,52,25,1
11610,55,3,1
11611,20,3,1
11612,39,7,1
11613,25,1,1
11614,25,3,1
11615,85,3,1
11616,27,2,1
11617,50,2,1
11618,72,1,1
11619,35,1,1
11620,30,7,1
11621,100,1,1
11622,50,2,1
11623,17,3,1
11624,35,1,1
11625,18,4,1
11626,280,2,1
11627,110,14,1
11628,44,2,1
11629,25,3,1
11630,157,3,1
11631,15,3,1
11632,90,3,1
11633,90,2,1
11634,48,4,1
11635,189,2,1
11636,76,4,1
11637,28,1,1
11638,40,1,1
11639,85,3,1
11640,68,7,1
11641,98,2,1
11642,89,2,1
11643,30,3,1
11644,44,1,1
11645,20,2,1
11646,59,2,1
11647,160,7,1
11648,22,7,1
11649,30,2,1
11650,39,2,1
11651,50,2,1
11652,39,1,1
11653,90,2,1
11654,25,1,1
11655,45,3,1
11656,18,1,1
11657,25,1,1
11658,20,1,1
11659,45,2,1
11660,39,26,1
11661,85,1,1
11662,60,2,1
11663,18,1,1
11664,98,2,1
11665,30,15,1
11666,45,2,1
11667,35,2,1
11668,18,7,1
11669,21,2,1
11670,60,2,1
11671,55,2,1
11672,39,1,1
11673,70,90,1
11674,40,2,1
11675,32,3,1
11676,17,1,1
11677,300,2,1
11678,50,1,1
11679,57,5,1
11680,21,4,1
11681,51,60,1
11682,219,1,1
11683,70,2,1
11684,40,3,1
11685,58,2,1
11686,75,30,1
11687,55,1,1
11688,30,6,1
11689,120,3,1
11690,40,2,1
11691,67,3,1
11692,93,2,1
11693,30,30,1
11694,68,2,1
11695,42,6,1
11696,100,7,1
11697,59,5,1
11698,30,2,1
11699,55,3,1
11700,200,3,1
11701,25,2,1
11702,26,1,1
11703,19,5,1
11704,29,4,1
11705,50,2,1
11706,29,2,1
11707,30,2,1
11708,60,7,1
11709,12,7,1
11710,22,3,1
11711,14,15,1
11712,27,1,1
11713,1000,30,1
11714,30,6,1
11715,80,61,1
11716,32,2,1
11717,23,3,1
11718,50,1,1
11719,25,2,1
11720,33,3,1
11721,130,3,1
11722,30,3,1
11723,20,3,1
11724,28,7,1
11725,34,2,1
11726,80,4,1
11727,65,3,1
11728,22,3,1
11729,59,4,1
11730,24,3,1
11731,33,5,1
11732,110,2,1
11733,20,3,1
11734,96,2,1
11735,40,4,1
11736,89,2,1
11737,22,4,1
11738,15,20,1
11739,199,2,1
11740,45,2,1
11741,40,4,1
11742,58,7,1
11743,65,15,1
11744,25,3,1
11745,49,2,1
11746,37,3,1
11747,30,4,1
11748,39,1,1
11749,23,16,1
11750,45,3,1
11751,49,3,1
11752,65,1,1
11753,50,1,1
11754,60,25,1
11755,85,3,1
11756,36,21,1
11757,59,20,1
11758,50,1,1
11759,75,3,1
11760,46,1,1
11761,100,1,1
11762,170,30,1
11763,35,2,1
11764,40,1,1
11765,39,2,1
11766,35,3,1
11767,25,3,1
11768,70,60,1
11769,25,5,1
11770,35,1,1
11771,39,3,1
11772,16,1,1
11773,45,3,1
11774,95,2,1
11775,50,2,1
11776,23,5,1
11777,35,2,1
11778,40,2,1
11779,30,2,1
11780,53,1,1
11781,26,3,1
11782,25,1,1
11783,25,2,1
11784,43,4,1
11785,22,1,1
11786,54,2,1
11787,80,3,1
11788,25,5,1
11789,40,5,1
11790,29,2,1
11791,60,3,1
11792,60,2,1
11793,49,2,1
11794,35,2,1
11795,24,2,1
11796,29,2,1
11797,75,2,1
11798,35,5,1
11799,25,2,1
11800,52,5,1
11801,35,1,1
11802,30,2,1
11803,63,2,1
11804,32,4,1
11805,53,62,1
11806,75,1,1
11807,35,2,1
11808,17,3,1
11809,75,1,1
11810,30,2,1
11811,65,3,1
11812,49,2,1
11813,42,3,1
11814,53,1,1
11815,60,2,1
11816,72,3,1
11817,68,2,1
11818,150,3,1
11819,60,2,1
11820,33,1,1
11821,22,3,1
11822,26,1,1
11823,36,2,1
11824,40,2,1
11825,59,2,1
11826,27,3,1
11827,100,2,1
11828,45,3,1
11829,30,5,1
11830,24,4,1
11831,40,4,1
11832,85,3,1
11833,30,2,1
11834,129,3,1
11835,45,14,1
11836,77,5,1
11837,26,90,1
11838,35,1,1
11839,20,7,1
11840,75,1,1
11841,40,2,1
11842,89,5,1
11843,32,2,1
11844,25,4,1
11845,20,2,1
11846,39,2,1
11847,34,3,1
11848,63,4,1
11849,43,2,1
11850,20,5,1
11851,149,5,1
11852,85,5,1
11853,27,60,1
11854,74,2,1
11855,35,3,1
11856,29,1,1
11857,49,2,1
11858,20,2,1
11859,49,2,1
11860,25,3,1
11861,95,1,1
11862,19,4,1
11863,45,1,1
11864,29,2,1
11865,124,60,1
11866,20,1,1
11867,28,9,1
11868,92,1,1
11869,118,5,1
11870,30,4,1
11871,48,3,1
11872,37,15,1
11873,40,5,1
11874,65,3,1
11875,25,3,1
11876,35,5,1
11877,48,4,1
11878,65,3,1
11879,18,7,1
11880,60,4,1
11881,75,3,1
11882,60,2,1
11883,99,2,1
11884,50,2,1
11885,200,1,1
11886,19,3,1
11887,39,3,1
11888,33,4,1
11889,35,1,1
11890,62,2,1
11891,42,1,1
11892,42,1,1
11893,42,1,1
11894,42,1,1
11895,42,1,1
11896,42,1,1
11897,37,1,1
11898,42,1,1
11899,42,1,1
11900,42,1,1
11901,60,4,1
11902,63,2,1
11903,50,3,1
11904,30,2,1
11905,55,2,1
11906,35,3,1
11907,18,5,1
11908,40,2,1
11909,48,1,1
11910,195,2,1
11911,30,5,1
11912,265,2,1
11913,70,2,1
11914,40,2,1
11915,35,2,1
11916,20,2,1
11917,49,5,1
11918,20,7,1
11919,23,3,1
11920,99,7,1
11921,123,5,1
11922,80,1,1
11923,20,10,1
11924,39,6,1
11925,18,3,1
11926,42,1,1
11927,40,2,1
11928,89,6,1
11929,60,60,1
11930,55,3,1
11931,55,3,1
11932,15,14,1
11933,28,3,1
11934,106,90,1
11935,30,2,1
11936,30,1,1
11937,60,3,1
11938,39,15,1
11939,35,25,1
11940,95,3,1
11941,70,3,1
11942,35,2,1
11943,100,3,1
11944,30,2,1
11945,63,4,1
11946,75,12,1
11947,85,2,1
11948,180,2,1
11949,89,3,1
11950,40,3,1
11951,30,3,1
11952,28,7,1
11953,40,1,1
11954,30,1,1
11955,45,1,1
11956,17,4,1
11957,55,14,1
11958,25,2,1
11959,35,2,1
11960,135,5,1
11961,80,3,1
11962,55,2,1
11963,65,21,1
11964,38,1,1
11965,40,3,1
11966,35,2,1
11967,29,1,1
11968,299,1,1
11969,79,2,1
11970,50,3,1
11971,25,2,1
11972,45,2,1
11973,29,13,1
11974,44,1,1
11975,30,1,1
11976,27,1,1
11977,35,2,1
11978,60,3,1
11979,35,1,1
11980,18,5,1
11981,60,5,1
11982,120,6,1
11983,50,2,1
11984,40,14,1
11985,45,1,1
11986,95,1,1
11987,23,5,1
11988,14,14,1
11989,80,3,1
11990,70,62,1
11991,17,1,1
11992,23,4,1
11993,100,3,1
11994,125,2,1
11995,25,2,1
11996,63,1,1
11997,63,1,1
11998,63,1,1
11999,85,1,1
12000,19,3,1
12001,35,3,1
12002,80,4,1
12003,33,1,1
12004,25,1,1
12005,65,1,1
12006,49,6,1
12007,18,2,1
12008,50,1,1
12009,99,3,1
12010,25,1,1
12011,36,6,1
12012,75,2,1
12013,30,1,1
12014,21,4,1
12015,25,4,1
12016,26,1,1
12017,44,1,1
12018,80,3,1
12019,35,1,1
12020,60,2,1
12021,33,1,1
12022,37,1,1
12023,21,2,1
12024,50,2,1
12025,95,3,1
12026,80,60,1
12027,23,2,1
12028,38,3,1
12029,35,2,1
12030,32,1,1
12031,104,2,1
12032,65,3,1
12033,255,1,1
12034,50,3,1
12035,30,3,1
12036,65,1,1
12037,65,1,1
12038,140,3,1
12039,38,3,1
12040,69,3,1
12041,40,1,1
12042,85,90,1
12043,39,1,1
12044,49,1,1
12045,37,2,1
12046,80,2,1
12047,37,10,1
12048,25,1,1
12049,49,2,1
12050,50,2,1
12051,58,3,1
12052,180,2,1
12053,98,3,1
12054,60,6,1
12055,50,1,1
12056,65,3,1
12057,52,1,1
12058,52,1,1
12059,52,1,1
12060,140,1,1
12061,30,2,1
12062,95,3,1
12063,26,3,1
12064,30,3,1
12065,28,2,1
12066,18,3,1
12067,45,2,1
12068,25,2,1
12069,52,2,1
12070,30,12,1
12071,95,2,1
12072,45,2,1
12073,23,1,1
12074,52,1,1
12075,52,1,1
12076,63,1,1
12077,35,2,1
12078,32,5,1
12079,18,4,1
12080,50,2,1
12081,32,10,1
12082,110,3,1
12083,20,6,1
12084,222,3,1
12085,42,2,1
12086,60,5,1
12087,80,3,1
12088,45,3,1
12089,150,3,1
12090,50,2,1
12091,25,3,1
12092,85,1,1
12093,30,4,1
12094,30,5,1
12095,40,2,1
12096,50,21,1
12097,65,2,1
12098,25,3,1
12099,70,5,1
12100,42,24,1
12101,225,2,1
12102,28,1,1
12103,48,2,1
12104,22,1,1
12105,63,1,1
12106,100,4,1
12107,40,20,1
12108,60,1,1
12109,269,1,1
12110,20,3,1
12111,120,7,1
12112,50,2,1
12113,50,2,1
12114,55,5,1
12115,39,1,1
12116,50,1,1
12117,80,5,1
12118,65,4,1
12119,25,4,1
12120,25,14,1
12121,50,3,1
12122,55,4,1
12123,200,3,1
12124,27,14,1
12125,25,14,1
12126,36,5,1
12127,44,2,1
12128,47,7,1
12129,20,3,1
12130,89,2,1
12131,42,1,1
12132,10,14,1
12133,81,180,1
12134,35,3,1
12135,35,2,1
12136,30,5,1
12137,25,5,1
12138,60,21,1
12139,50,1,1
12140,20,4,1
12141,55,2,1
12142,79,5,1
12143,120,6,1
12144,35,1,1
12145,38,3,1
12146,60,1,1
12147,55,120,1
12148,74,1,1
12149,52,1,1
12150,52,1,1
12151,23,5,1
12152,9,1,1
12153,65,3,1
12154,60,2,1
12155,65,5,1
12156,38,3,1
12157,24,3,1
12158,20,1,1
12159,66,1,1
12160,80,3,1
12161,50,3,1
12162,70,2,1
12163,60,3,1
12164,42,1,1
12165,20,1,1
12166,30,2,1
12167,40,2,1
12168,39,3,1
12169,70,4,1
12170,59,3,1
12171,35,1,1
12172,90,2,1
12173,30,20,1
12174,30,2,1
12175,29,20,1
12176,94,3,1
12177,60,7,1
12178,85,5,1
12179,40,150,1
12180,30,1,1
12181,35,3,1
12182,87,3,1
12183,185,5,1
12184,26,4,1
12185,38,2,1
12186,31,1,1
12187,28,11,1
12188,51,3,1
12189,29,3,1
12190,46,2,1
12191,150,3,1
12192,38,2,1
12193,70,2,1
12194,55,3,1
12195,55,2,1
12196,23,14,1
12197,62,4,1
12198,50,2,1
12199,30,1,1
12200,39,7,1
12201,40,3,1
12202,80,2,1
12203,160,4,1
12204,31,1,1
12205,249,2,1
12206,38,1,1
12207,35,4,1
12208,65,1,1
12209,30,3,1
12210,69,30,1
12211,115,7,1
12212,42,2,1
12213,40,5,1
12214,10,1,1
12215,100,2,1
12216,22,4,1
12217,15,4,1
12218,65,2,1
12219,42,2,1
12220,85,4,1
12221,70,2,1
12222,20,1,1
12223,200,7,1
12224,85,2,1
12225,27,3,1
12226,35,3,1
12227,22,2,1
12228,60,3,1
12229,88,4,1
12230,30,4,1
12231,30,3,1
12232,30,7,1
12233,22,2,1
12234,35,5,1
12235,98,2,1
12236,100,3,1
12237,45,15,1
12238,40,2,1
12239,35,2,1
12240,26,1,1
12241,47,1,1
12242,37,2,1
12243,45,4,1
12244,100,1,1
12245,34,2,1
12246,31,2,1
12247,54,3,1
12248,80,2,1
12249,58,3,1
12250,27,2,1
12251,18,4,1
12252,77,2,1
12253,47,2,1
12254,25,3,1
12255,50,1,1
12256,35,5,1
12257,20,4,1
12258,16,7,1
12259,100,10,1
12260,42,1,1
12261,24,2,1
12262,40,1,1
12263,50,3,1
12264,115,3,1
12265,24,1,1
12266,40,1,1
12267,70,1,1
12268,75,2,1
12269,119,1,1
12270,26,1,1
12271,38,10,1
12272,30,4,1
12273,50,1,1
12274,42,1,1
12275,30,29,1
12276,17,1,1
12277,65,3,1
12278,90,4,1
12279,90,2,1
12280,20,5,1
12281,34,30,1
12282,58,2,1
12283,70,2,1
12284,45,3,1
12285,44,3,1
12286,23,1,1
12287,99,2,1
12288,50,5,1
12289,40,2,1
12290,17,10,1
12291,28,1,1
12292,42,4,1
12293,79,28,1
12294,16,4,1
12295,32,25,1
12296,60,3,1
12297,40,7,1
12298,68,2,1
12299,45,3,1
12300,44,10,1
12301,99,2,1
12302,50,5,1
12303,35,2,1
12304,30,15,1
12305,35,1,1
12306,30,1,1
12307,60,28,1
12308,69,1,1
12309,25,2,1
12310,30,3,1
12311,52,1,1
12312,60,1,1
12313,32,4,1
12314,35,1,1
12315,68,2,1
12316,50,3,1
12317,30,1,1
12318,25,5,1
12319,40,2,1
12320,70,2,1
12321,97,3,1
12322,31,2,1
12323,35,2,1
12324,45,3,1
12325,66,3,1
12326,50,3,1
12327,55,4,1
12328,90,2,1
12329,35,5,1
12330,36,20,1
12331,35,2,1
12332,30,2,1
12333,80,14,1
12334,235,2,1
12335,77,30,1
12336,28,14,1
12337,65,3,1
12338,70,3,1
12339,24,3,1
12340,32,20,1
12341,65,3,1
12342,125,60,1
12343,50,2,1
12344,28,2,1
12345,15,20,1
12346,44,6,1
12347,45,1,1
12348,36,3,1
12349,50,3,1
12350,50,2,1
12351,45,3,1
12352,22,4,1
12353,25,1,1
12354,65,1,1
12355,120,2,1
12356,130,3,1
12357,46,5,1
12358,65,2,1
12359,25,1,1
12360,99,3,1
12361,65,1,1
12362,48,1,1
12363,40,2,1
12364,49,4,1
12365,25,5,1
12366,400,2,1
12367,41,2,1
12368,75,1,1
12369,60,2,1
12370,30,5,1
12371,27,4,1
12372,39,2,1
12373,130,5,1
12374,38,2,1
12375,44,3,1
12376,50,3,1
12377,24,2,1
12378,100,3,1
12379,119,3,1
12380,25,5,1
12381,40,2,1
12382,59,1,1
12383,42,3,1
12384,49,2,1
12385,30,3,1
12386,60,2,1
12387,90,2,1
12388,50,2,1
12389,70,2,1
12390,100,1,1
12391,35,1,1
12392,150,2,1
12393,279,1,1
12394,24,1,1
12395,110,2,1
12396,42,1,1
12397,55,2,1
12398,67,2,1
12399,34,5,1
12400,110,3,1
12401,27,2,1
12402,30,2,1
12403,80,3,1
12404,40,2,1
12405,95,5,1
12406,30,4,1
12407,30,1,1
12408,100,1,1
12409,35,1,1
12410,49,2,1
12411,20,7,1
12412,32,1,1
12413,11,4,1
12414,50,1,1
12415,70,4,1
12416,35,1,1
12417,50,2,1
12418,70,59,1
12419,35,1,1
12420,48,2,1
12421,190,1,1
12422,25,5,1
12423,85,1,1
12424,24,1,1
12425,37,1,1
12426,85,1,1
12427,55,2,1
12428,14,5,1
12429,21,4,1
12430,33,6,1
12431,95,3,1
12432,40,1,1
12433,40,3,1
12434,55,5,1
12435,39,1,1
12436,59,1,1
12437,25,2,1
12438,50,10,1
12439,50,1,1
12440,28,5,1
12441,113,2,1
12442,90,3,1
12443,14,1,1
12444,39,1,1
12445,35,1,1
12446,74,2,1
12447,50,3,1
12448,54,3,1
12449,25,2,1
12450,35,2,1
12451,50,2,1
12452,45,3,1
12453,35,5,1
12454,35,2,1
12455,45,3,1
12456,32,1,1
12457,42,20,1
12458,45,1,1
12459,49,20,1
12460,30,1,1
12461,110,4,1
12462,38,5,1
12463,35,2,1
12464,45,3,1
12465,37,3,1
12466,30,3,1
12467,54,3,1
12468,140,5,1
12469,30,2,1
12470,89,1,1
12471,35,3,1
12472,20,1,1
12473,59,7,1
12474,35,3,1
12475,139,1,1
12476,50,3,1
12477,55,2,1
12478,40,2,1
12479,160,3,1
12480,52,2,1
12481,25,2,1
12482,54,1,1
12483,40,5,1
12484,64,14,1
12485,31,2,1
12486,50,2,1
12487,110,28,1
12488,70,8,1
12489,19,6,1
12490,35,1,1
12491,95,1,1
12492,66,2,1
12493,200,2,1
12494,60,2,1
12495,45,5,1
12496,60,3,1
12497,50,1,1
12498,41,6,1
12499,41,2,1
12500,70,1,1
12501,39,1,1
12502,41,9,1
12503,52,1,1
12504,52,1,1
12505,30,4,1
12506,50,2,1
12507,119,2,1
12508,49,3,1
12509,60,3,1
12510,30,1,1
12511,69,5,1
12512,28,3,1
12513,60,4,1
12514,45,3,1
12515,99,3,1
12516,38,30,1
12517,70,2,1
12518,80,2,1
12519,33,2,1
12520,53,2,1
12521,49,7,1
12522,100,14,1
12523,60,2,1
12524,84,3,1
12525,50,2,1
12526,70,1,1
12527,25,2,1
12528,42,1,1
12529,20,1,1
12530,35,2,1
12531,29,4,1
12532,100,1,1
12533,58,2,1
12534,78,2,1
12535,29,3,1
12536,25,4,1
12537,50,2,1
12538,59,5,1
12539,80,1,1
12540,41,2,1
12541,70,1,1
12542,139,3,1
12543,40,7,1
12544,52,2,1
12545,138,9,1
12546,21,3,1
12547,35,2,1
12548,27,1,1
12549,55,1,1
12550,36,60,1
12551,22,2,1
12552,100,2,1
12553,35,1,1
12554,30,2,1
12555,55,1,1
12556,120,2,1
12557,150,2,1
12558,20,1,1
12559,21,4,1
12560,189,1,1
12561,40,2,1
12562,75,2,1
12563,55,3,1
12564,80,2,1
12565,23,21,1
12566,59,2,1
12567,18,1,1
12568,90,1,1
12569,24,3,1
12570,35,1,1
12571,45,1,1
12572,30,3,1
12573,44,63,1
12574,70,14,1
12575,27,2,1
12576,107,4,1
12577,30,6,1
12578,70,14,1
12579,29,28,1
12580,50,1,1
12581,75,2,1
12582,35,3,1
12583,65,2,1
12584,95,3,1
12585,57,6,1
12586,34,1,1
12587,10,1,1
12588,17,2,1
12589,25,5,1
12590,250,3,1
12591,62,5,1
12592,29,1,1
12593,43,1,1
12594,56,1,1
12595,40,3,1
12596,32,1,1
12597,14,1,1
12598,30,3,1
12599,49,1,1
12600,25,8,1
12601,30,1,1
12602,45,1,1
12603,12,3,1
12604,35,1,1
12605,49,1,1
12606,150,2,1
12607,37,2,1
12608,35,2,1
12609,25,2,1
12610,38,1,1
12611,150,3,1
12612,40,1,1
12613,30,1,1
12614,28,1,1
12615,145,2,1
12616,15,1,1
12617,39,2,1
12618,40,2,1
12619,29,1,1
12620,165,2,1
12621,0,1,1
12622,45,20,1
12623,100,10,1
12624,60,1,1
12625,25,2,1
12626,32,58,1
12627,55,6,1
12628,27,2,1
12629,39,2,1
12630,35,2,1
12631,109,2,1
12632,40,2,1
12633,35,3,1
12634,15,2,1
12635,26,20,1
12636,50,2,1
12637,170,6,1
12638,25,7,1
12639,30,4,1
12640,39,1,1
12641,109,1,1
12642,43,2,1
12643,85,2,1
12644,32,5,1
12645,64,2,1
12646,45,3,1
12647,80,1,1
12648,120,2,1
12649,120,2,1
12650,30,5,1
12651,69,2,1
12652,26,2,1
12653,150,5,1
12654,35,3,1
12655,45,2,1
12656,36,60,1
12657,41,2,1
12658,95,3,1
12659,95,2,1
12660,25,1,1
12661,50,5,1
12662,99,2,1
12663,59,3,1
12664,28,4,1
12665,25,14,1
12666,40,1,1
12667,70,1,1
12668,40,2,1
12669,22,21,1
12670,30,1,1
12671,119,1,1
12672,60,3,1
12673,80,3,1
12674,90,1,1
12675,45,4,1
12676,42,2,1
12677,30,1,1
12678,50,2,1
12679,35,3,1
12680,46,92,1
12681,90,2,1
12682,50,2,1
12683,43,2,1
12684,50,5,1
12685,45,3,1
12686,120,5,1
12687,42,2,1
12688,40,3,1
12689,27,1,1
12690,79,4,1
12691,33,1,1
12692,40,3,1
12693,60,5,1
12694,90,1,1
12695,45,1,1
12696,33,2,1
12697,21,3,1
12698,70,2,1
12699,20,2,1
12700,55,1,1
12701,55,3,1
12702,40,2,1
12703,49,3,1
12704,82,7,1
12705,27,2,1
12706,46,3,1
12707,48,2,1
12708,50,7,1
12709,34,5,1
12710,40,1,1
12711,79,3,1
12712,50,1,1
12713,90,8,1
12714,25,3,1
12715,19,4,1
12716,33,5,1
12717,60,10,1
12718,70,2,1
12719,55,2,1
12720,58,3,1
12721,30,2,1
12722,99,2,1
12723,39,1,1
12724,25,5,1
12725,110,3,1
12726,15,1,1
12727,42,5,1
12728,47,3,1
12729,58,2,1
12730,98,3,1
12731,30,30,1
12732,25,1,1
12733,25,3,1
12734,25,2,1
12735,60,7,1
12736,20,1,1
12737,75,4,1
12738,65,3,1
12739,49,10,1
12740,40,1,1
12741,20,1,1
12742,120,3,1
12743,42,50,1
12744,28,3,1
12745,115,6,1
12746,50,3,1
12747,55,2,1
12748,100,2,1
12749,25,1,1
12750,25,7,1
12751,40,7,1
12752,60,2,1
12753,81,2,1
12754,39,13,1
12755,110,5,1
12756,28,1,1
12757,80,1,1
12758,15,3,1
12759,69,2,1
12760,39,3,1
12761,25,2,1
12762,83,4,1
12763,28,3,1
12764,99,60,1
12765,63,2,1
12766,70,2,1
12767,25,1,1
12768,36,4,1
12769,77,90,1
12770,150,5,1
12771,33,3,1
12772,80,3,1
12773,23,2,1
12774,160,2,1
12775,20,5,1
12776,36,6,1
12777,38,7,1
12778,100,2,1
12779,32,3,1
12780,42,1,1
12781,55,1,1
12782,17,5,1
12783,29,7,1
12784,56,4,1
12785,39,2,1
12786,30,2,1
12787,130,2,1
12788,129,2,1
12789,70,1,1
12790,40,4,1
12791,45,1,1
12792,39,4,1
12793,100,2,1
12794,54,2,1
12795,47,4,1
12796,30,4,1
12797,24,14,1
12798,23,5,1
12799,52,1,1
12800,40,2,1
12801,23,1,1
12802,49,3,1
12803,24,60,1
12804,35,4,1
12805,29,12,1
12806,50,29,1
12807,45,3,1
12808,30,4,1
12809,57,3,1
12810,52,3,1
12811,42,3,1
12812,58,2,1
12813,20,2,1
12814,33,2,1
12815,99,3,1
12816,89,7,1
12817,75,2,1
12818,24,1,1
12819,60,1,1
12820,45,1,1
12821,75,3,1
12822,20,1,1
12823,59,2,1
12824,150,3,1
12825,40,2,1
12826,58,3,1
12827,125,14,1
12828,42,1,1
12829,35,3,1
12830,35,2,1
12831,89,2,1
12832,23,20,1
12833,44,18,1
12834,22,6,1
12835,50,2,1
12836,32,5,1
12837,30,21,1
12838,35,1,1
12839,97,2,1
12840,70,3,1
12841,34,2,1
12842,99,2,1
12843,35,4,1
12844,35,2,1
12845,15,3,1
12846,90,5,1
12847,60,23,1
12848,49,3,1
12849,42,1,1
12850,39,2,1
12851,50,3,1
12852,350,2,1
12853,35,2,1
12854,25,1,1
12855,39,4,1
12856,80,1,1
12857,45,3,1
12858,35,2,1
12859,35,1,1
12860,38,2,1
12861,60,2,1
12862,49,3,1
12863,22,2,1
12864,30,3,1
12865,27,4,1
12866,35,2,1
12867,30,3,1
12868,15,1,1
12869,65,2,1
12870,37,5,1
12871,30,1,1
12872,64,2,1
12873,45,1,1
12874,43,1,1
12875,69,6,1
12876,59,1,1
12877,60,60,1
12878,50,1,1
12879,27,1,1
12880,30,2,1
12881,35,2,1
12882,50,5,1
12883,97,2,1
12884,80,8,1
12885,25,2,1
12886,22,2,1
12887,30,1,1
12888,23,1,1
12889,220,3,1
12890,55,3,1
12891,39,3,1
12892,50,2,1
12893,20,1,1
12894,44,1,1
12895,59,4,1
12896,40,1,1
12897,50,5,1
12898,40,2,1
12899,40,1,1
12900,27,1,1
12901,60,1,1
12902,120,2,1
12903,25,4,1
12904,35,2,1
12905,32,1,1
12906,45,2,1
12907,65,2,1
12908,60,2,1
12909,76,2,1
12910,79,1,1
12911,100,2,1
12912,20,7,1
12913,35,51,1
12914,22,2,1
12915,20,1,1
12916,31,3,1
12917,32,150,1
12918,75,8,1
12919,50,1,1
12920,105,2,1
12921,25,1,1
12922,35,2,1
12923,55,4,1
12924,54,2,1
12925,42,1,1
12926,59,2,1
12927,64,2,1
12928,60,7,1
12929,40,3,1
12930,22,6,1
12931,50,1,1
