,number_of_reviews,price,label
12378,14,100,1
12379,5,119,1
12380,1,25,1
12381,5,40,1
12382,22,59,1
12383,28,42,1
12384,63,49,1
12385,6,30,1
12386,14,60,1
12387,4,90,1
12388,98,50,1
12389,3,70,1
12390,3,100,1
12391,0,35,1
12392,3,150,1
12393,67,279,1
12394,1,24,1
12395,25,110,1
12396,25,42,1
12397,2,55,1
12398,7,67,1
12399,11,34,1
12400,35,110,1
12401,3,27,1
12402,13,30,1
12403,0,80,1
12404,9,40,1
12405,5,95,1
12406,11,30,1
12407,9,30,1
12408,21,100,1
12409,88,35,1
12410,7,49,1
12411,1,20,1
12412,92,32,1
12413,8,11,1
12414,0,50,1
12415,2,70,1
12416,0,35,1
12417,0,50,1
12418,1,70,1
12419,12,35,1
12420,3,48,1
12421,43,190,1
12422,21,25,1
12423,1,85,1
12424,116,24,1
12425,27,37,1
12426,6,85,1
12427,4,55,1
12428,4,14,1
12429,40,21,1
12430,5,33,1
12431,43,95,1
12432,16,40,1
12433,66,40,1
12434,1,55,1
12435,14,39,1
12436,6,59,1
12437,3,25,1
12438,1,50,1
12439,66,50,1
12440,15,28,1
12441,18,113,1
12442,62,90,1
12443,4,14,1
12444,25,39,1
12445,4,35,1
12446,2,74,1
12447,2,50,1
12448,5,54,1
12449,47,25,1
12450,10,35,1
12451,4,50,1
12452,1,45,1
12453,43,35,1
12454,0,35,1
12455,0,45,1
12456,0,32,1
12457,2,42,1
12458,1,45,1
12459,0,49,1
12460,20,30,1
12461,7,110,1
12462,1,38,1
12463,2,35,1
12464,55,45,1
12465,48,37,1
12466,1,30,1
12467,14,54,1
12468,17,140,1
12469,9,30,1
12470,77,89,1
12471,2,35,1
12472,2,20,1
12473,2,59,1
12474,3,35,1
12475,6,139,1
12476,7,50,1
12477,14,55,1
12478,4,40,1
12479,1,160,1
12480,86,52,1
12481,3,25,1
12482,1,54,1
12483,0,40,1
12484,0,64,1
12485,12,31,1
12486,16,50,1
12487,25,110,1
12488,26,70,1
12489,1,19,1
12490,2,35,1
12491,93,95,1
12492,36,66,1
12493,10,200,1
12494,0,60,1
12495,5,45,1
12496,5,60,1
12497,31,50,1
12498,13,41,1
12499,16,41,1
12500,34,70,1
12501,30,39,1
12502,16,41,1
12503,52,52,1
12504,57,52,1
12505,13,30,1
12506,3,50,1
12507,25,119,1
12508,68,49,1
12509,3,60,1
12510,5,30,1
12511,2,69,1
12512,7,28,1
12513,13,60,1
12514,1,45,1
12515,81,99,1
12516,45,38,1
12517,58,70,1
12518,0,80,1
12519,0,33,1
12520,34,53,1
12521,1,49,1
12522,0,100,1
12523,47,60,1
12524,62,84,1
12525,12,50,1
12526,0,70,1
12527,26,25,1
12528,7,42,1
12529,124,20,1
12530,4,35,1
12531,18,29,1
12532,3,100,1
12533,2,58,1
12534,2,78,1
12535,13,29,1
12536,6,25,1
12537,21,50,1
12538,84,59,1
12539,1,80,1
12540,3,41,1
12541,34,70,1
12542,7,139,1
12543,20,40,1
12544,2,52,1
12545,0,138,1
12546,0,21,1
12547,57,35,1
12548,5,27,1
12549,7,55,1
12550,0,36,1
12551,4,22,1
12552,30,100,1
12553,3,35,1
12554,5,30,1
12555,6,55,1
12556,73,120,1
12557,0,150,1
12558,0,20,1
12559,1,21,1
12560,11,189,1
12561,17,40,1
12562,8,75,1
12563,0,55,1
12564,28,80,1
12565,10,23,1
12566,102,59,1
12567,4,18,1
12568,3,90,1
12569,9,24,1
12570,1,35,1
12571,132,45,1
12572,4,30,1
12573,0,44,1
12574,1,70,1
12575,17,27,1
12576,18,107,1
12577,51,30,1
12578,0,70,1
12579,15,29,1
12580,10,50,1
12581,48,75,1
12582,10,35,1
12583,23,65,1
12584,91,95,1
12585,0,57,1
12586,1,34,1
12587,82,10,1
12588,21,17,1
12589,1,25,1
12590,27,250,1
12591,1,62,1
12592,16,29,1
12593,0,43,1
12594,32,56,1
12595,16,40,1
12596,1,32,1
12597,135,14,1
12598,4,30,1
12599,25,49,1
12600,7,25,1
12601,9,30,1
12602,2,45,1
12603,1,12,1
12604,18,35,1
12605,1,49,1
12606,3,150,1
12607,44,37,1
12608,3,35,1
12609,2,25,1
12610,11,38,1
12611,10,150,1
12612,4,40,1
12613,29,30,1
12614,8,28,1
12615,87,145,1
12616,15,15,1
12617,64,39,1
12618,37,40,1
12619,61,29,1
12620,20,165,1
12621,26,0,1
12622,5,45,1
12623,7,100,1
12624,16,60,1
12625,10,25,1
12626,1,32,1
12627,2,55,1
12628,9,27,1
12629,9,39,1
12630,17,35,1
12631,39,109,1
12632,85,40,1
12633,2,35,1
12634,15,15,1
12635,0,26,1
12636,28,50,1
12637,2,170,1
12638,3,25,1
12639,4,30,1
12640,65,39,1
12641,81,109,1
12642,2,43,1
12643,10,85,1
12644,45,32,1
12645,16,64,1
12646,3,45,1
12647,116,80,1
12648,46,120,1
12649,12,120,1
12650,0,30,1
12651,21,69,1
12652,50,26,1
12653,12,150,1
12654,29,35,1
12655,7,45,1
12656,0,36,1
12657,21,41,1
12658,74,95,1
12659,33,95,1
12660,0,25,1
12661,4,50,1
12662,23,99,1
12663,2,59,1
12664,1,28,1
12665,5,25,1
12666,0,40,1
12667,7,70,1
12668,19,40,1
12669,2,22,1
12670,105,30,1
12671,42,119,1
12672,3,60,1
12673,76,80,1
12674,1,90,1
12675,2,45,1
12676,2,42,1
12677,13,30,1
12678,8,50,1
12679,1,35,1
12680,0,46,1
12681,0,90,1
12682,14,50,1
12683,23,43,1
12684,1,50,1
12685,27,45,1
12686,6,120,1
12687,2,42,1
12688,6,40,1
12689,9,27,1
12690,16,79,1
12691,9,33,1
12692,5,40,1
12693,41,60,1
12694,5,90,1
12695,40,45,1
12696,2,33,1
12697,13,21,1
12698,13,70,1
12699,1,20,1
12700,7,55,1
12701,7,55,1
12702,15,40,1
12703,9,49,1
12704,3,82,1
12705,72,27,1
12706,4,46,1
12707,3,48,1
12708,1,50,1
12709,1,34,1
12710,46,40,1
12711,11,79,1
12712,16,50,1
12713,1,90,1
12714,32,25,1
12715,1,19,1
12716,0,33,1
12717,5,60,1
12718,19,70,1
12719,11,55,1
12720,7,58,1
12721,4,30,1
12722,10,99,1
12723,17,39,1
12724,12,25,1
12725,6,110,1
12726,0,15,1
12727,18,42,1
12728,25,47,1
12729,11,58,1
12730,10,98,1
12731,3,30,1
12732,54,25,1
12733,2,25,1
12734,9,25,1
12735,67,60,1
12736,1,20,1
12737,28,75,1
12738,23,65,1
12739,1,49,1
12740,6,40,1
12741,9,20,1
12742,7,120,1
12743,1,42,1
12744,7,28,1
12745,11,115,1
12746,1,50,1
12747,22,55,1
12748,18,100,1
12749,3,25,1
12750,2,25,1
12751,7,40,1
12752,0,60,1
12753,3,81,1
12754,1,39,1
12755,3,110,1
12756,99,28,1
12757,5,80,1
12758,1,15,1
12759,17,69,1
12760,19,39,1
12761,8,25,1
12762,36,83,1
12763,4,28,1
12764,1,99,1
12765,105,63,1
12766,12,70,1
12767,0,25,1
12768,13,36,1
12769,0,77,1
12770,0,150,1
12771,2,33,1
12772,19,80,1
12773,15,23,1
12774,2,160,1
12775,1,20,1
12776,4,36,1
12777,1,38,1
12778,1,100,1
12779,11,32,1
12780,18,42,1
12781,0,55,1
12782,1,17,1
12783,3,29,1
12784,4,56,1
12785,2,39,1
12786,2,30,1
12787,64,130,1
12788,25,129,1
12789,0,70,1
12790,6,40,1
12791,2,45,1
12792,4,39,1
12793,31,100,1
12794,0,54,1
12795,13,47,1
12796,2,30,1
12797,6,24,1
12798,5,23,1
12799,16,52,1
12800,4,40,1
12801,17,23,1
12802,36,49,1
12803,7,24,1
12804,6,35,1
12805,6,29,1
12806,4,50,1
12807,3,45,1
12808,8,30,1
12809,8,57,1
12810,28,52,1
12811,16,42,1
12812,0,58,1
12813,3,20,1
12814,31,33,1
12815,41,99,1
12816,4,89,1
12817,13,75,1
12818,19,24,1
12819,24,60,1
12820,27,45,1
12821,0,75,1
12822,23,20,1
12823,22,59,1
12824,9,150,1
12825,3,40,1
12826,29,58,1
12827,0,125,1
12828,50,42,1
12829,21,35,1
12830,0,35,1
12831,5,89,1
12832,0,23,1
12833,3,44,1
12834,31,22,1
12835,48,50,1
12836,0,32,1
12837,0,30,1
12838,3,35,1
12839,5,97,1
12840,1,70,1
12841,10,34,1
12842,1,99,1
12843,6,35,1
12844,3,35,1
12845,3,15,1
12846,0,90,1
12847,0,60,1
12848,3,49,1
12849,55,42,1
12850,19,39,1
12851,24,50,1
12852,16,350,1
12853,5,35,1
12854,9,25,1
12855,5,39,1
12856,11,80,1
12857,1,45,1
12858,1,35,1
12859,3,35,1
12860,12,38,1
12861,1,60,1
12862,6,49,1
12863,1,22,1
12864,1,30,1
12865,10,27,1
12866,2,35,1
12867,4,30,1
12868,3,15,1
12869,14,65,1
12870,2,37,1
12871,4,30,1
12872,8,64,1
12873,9,45,1
12874,0,43,1
12875,0,69,1
12876,4,59,1
12877,0,60,1
12878,0,50,1
12879,7,27,1
12880,2,30,1
12881,3,35,1
12882,3,50,1
12883,2,97,1
12884,5,80,1
12885,5,25,1
12886,5,22,1
12887,0,30,1
12888,0,23,1
12889,21,220,1
12890,63,55,1
12891,86,39,1
12892,20,50,1
12893,1,20,1
12894,3,44,1
12895,17,59,1
12896,4,40,1
12897,4,50,1
12898,0,40,1
12899,1,40,1
12900,37,27,1
12901,13,60,1
12902,1,120,1
12903,1,25,1
12904,7,35,1
12905,21,32,1
12906,11,45,1
12907,2,65,1
12908,1,60,1
12909,0,76,1
12910,10,79,1
12911,62,100,1
12912,0,20,1
12913,8,35,1
12914,0,22,1
12915,57,20,1
12916,3,31,1
12917,1,32,1
12918,1,75,1
12919,14,50,1
12920,4,105,1
12921,1,25,1
12922,0,35,1
12923,16,55,1
12924,21,54,1
12925,24,42,1
12926,36,59,1
12927,17,64,1
12928,1,60,1
12929,3,40,1
12930,0,22,1
12931,15,50,1
12932,1,50,1
12933,101,26,1
12934,5,30,1
12935,43,32,1
12936,0,120,1
12937,29,59,1
12938,7,45,1
12939,13,59,1
12940,12,89,1
12941,4,120,1
12942,7,49,1
12943,19,20,1
12944,0,36,1
12945,6,100,1
12946,2,60,1
12947,4,65,1
12948,67,35,1
12949,2,95,1
12950,1,60,1
12951,1,109,1
12952,3,70,1
12953,6,31,1
12954,9,30,1
12955,0,100,1
12956,4,38,1
12957,5,70,1
12958,14,30,1
12959,26,120,1
12960,6,49,1
12961,7,24,1
12962,37,38,1
12963,6,82,1
12964,8,20,1
12965,35,90,1
12966,0,40,1
12967,39,38,1
12968,33,50,1
12969,4,39,1
12970,7,50,1
12971,35,80,1
12972,1,55,1
12973,0,20,1
12974,4,50,1
12975,1,35,1
12976,24,38,1
12977,6,120,1
12978,31,50,1
12979,4,75,1
12980,7,19,1
12981,21,60,1
12982,2,64,1
12983,0,60,1
12984,8,27,1
12985,10,100,1
12986,25,65,1
12987,4,60,1
12988,1,199,1
12989,2,20,1
12990,12,70,1
12991,0,35,1
12992,0,30,1
12993,0,215,1
12994,8,59,1
12995,12,50,1
12996,4,130,1
12997,39,38,1
12998,10,35,1
12999,20,50,1
13000,3,26,1
13001,15,35,1
13002,0,18,1
13003,0,23,1
13004,4,75,1
13005,2,80,1
13006,33,37,1
13007,10,28,1
13008,1,53,1
13009,2,85,1
13010,2,59,1
13011,0,70,1
13012,3,35,1
13013,30,100,1
13014,0,42,1
13015,7,99,1
13016,0,28,1
13017,0,33,1
13018,10,60,1
13019,7,32,1
13020,2,50,1
13021,4,37,1
13022,5,80,1
13023,1,39,1
13024,2,24,1
13025,3,90,1
13026,1,65,1
13027,10,65,1
13028,8,23,1
13029,2,89,1
13030,14,35,1
13031,6,16,1
13032,16,39,1
13033,44,55,1
13034,0,39,1
13035,2,38,1
13036,29,31,1
13037,11,69,1
13038,22,35,1
13039,0,90,1
13040,1,27,1
13041,13,20,1
13042,0,42,1
13043,1,40,1
13044,11,98,1
13045,8,50,1
13046,12,25,1
13047,104,70,1
13048,44,50,1
13049,6,35,1
13050,47,35,1
13051,5,42,1
13052,12,66,1
13053,55,55,1
13054,0,30,1
13055,49,35,1
13056,5,49,1
13057,9,70,1
13058,10,70,1
13059,5,38,1
13060,3,40,1
13061,4,65,1
13062,43,35,1
13063,3,25,1
13064,12,45,1
13065,1,24,1
13066,10,38,1
13067,9,120,1
13068,1,35,1
13069,4,27,1
13070,10,80,1
13071,36,30,1
13072,1,35,1
13073,4,30,1
13074,0,75,1
13075,21,249,1
13076,9,245,1
13077,22,31,1
13078,2,110,1
13079,14,90,1
13080,10,100,1
13081,42,50,1
13082,21,100,1
13083,72,75,1
13084,3,24,1
13085,59,37,1
13086,102,239,1
13087,11,32,1
13088,3,50,1
13089,8,59,1
13090,2,90,1
13091,6,25,1
13092,40,53,1
13093,6,50,1
13094,3,25,1
13095,6,33,1
13096,18,40,1
13097,3,135,1
13098,4,85,1
13099,38,45,1
13100,6,65,1
13101,7,50,1
13102,11,52,1
13103,1,25,1
13104,0,95,1
13105,44,50,1
13106,5,39,1
13107,5,30,1
13108,6,45,1
13109,4,155,1
13110,4,30,1
13111,0,31,1
13112,6,25,1
13113,59,69,1
13114,9,40,1
13115,70,35,1
13116,1,38,1
13117,2,35,1
13118,8,79,1
13119,0,45,1
13120,5,19,1
13121,10,40,1
13122,21,400,1
13123,6,1000,1
13124,2,29,1
13125,14,30,1
13126,0,35,1
13127,9,38,1
13128,4,70,1
13129,12,80,1
13130,17,40,1
13131,11,50,1
13132,1,60,1
13133,6,50,1
13134,38,25,1
13135,4,30,1
13136,7,109,1
13137,75,239,1
13138,38,36,1
13139,0,30,1
13140,1,46,1
13141,4,23,1
13142,2,144,1
13143,2,72,1
13144,27,48,1
13145,0,70,1
13146,3,35,1
13147,32,39,1
13148,0,128,1
13149,0,50,1
13150,2,40,1
13151,0,30,1
13152,15,55,1
13153,2,35,1
13154,3,65,1
13155,3,115,1
13156,4,50,1
13157,2,17,1
13158,0,35,1
13159,0,31,1
13160,29,50,1
13161,2,57,1
13162,1,50,1
13163,6,189,1
13164,57,39,1
13165,2,25,1
13166,1,25,1
13167,8,25,1
13168,11,31,1
13169,23,49,1
13170,38,50,1
13171,0,40,1
13172,0,75,1
13173,35,90,1
13174,32,29,1
13175,9,60,1
13176,156,34,1
13177,8,29,1
13178,2,50,1
13179,11,30,1
13180,3,35,1
13181,3,50,1
13182,2,89,1
13183,10,33,1
13184,41,42,1
13185,45,84,1
13186,19,160,1
13187,22,60,1
13188,25,50,1
13189,80,88,1
13190,11,40,1
13191,17,35,1
13192,5,69,1
13193,35,17,1
13194,4,60,1
13195,0,40,1
13196,7,66,1
13197,3,30,1
13198,2,80,1
13199,9,69,1
13200,8,52,1
13201,26,30,1
13202,0,34,1
13203,9,39,1
13204,9,20,1
13205,12,75,1
13206,2,24,1
13207,18,45,1
13208,16,35,1
13209,0,30,1
13210,31,40,1
13211,3,35,1
13212,1,66,1
13213,9,50,1
13214,2,60,1
13215,2,28,1
13216,1,39,1
13217,3,55,1
13218,4,36,1
13219,13,70,1
13220,3,35,1
13221,1,40,1
13222,5,45,1
13223,1,42,1
13224,10,49,1
13225,1,55,1
13226,3,33,1
13227,13,30,1
13228,1,40,1
13229,44,39,1
13230,2,40,1
13231,18,60,1
13232,0,65,1
13233,40,99,1
13234,1,35,1
13235,21,40,1
13236,16,50,1
13237,11,115,1
13238,72,50,1
13239,4,70,1
13240,6,43,1
13241,7,30,1
13242,2,90,1
13243,67,48,1
13244,6,65,1
13245,4,35,1
13246,0,36,1
13247,9,19,1
13248,0,160,1
13249,3,23,1
13250,87,33,1
13251,2,30,1
13252,1,25,1
13253,9,70,1
13254,4,60,1
13255,7,31,1
13256,7,30,1
13257,10,70,1
13258,2,100,1
13259,14,30,1
13260,26,45,1
13261,0,55,1
13262,0,40,1
13263,14,29,1
13264,2,85,1
13265,2,45,1
13266,17,60,1
13267,0,45,1
13268,0,40,1
13269,1,28,1
13270,31,299,1
13271,0,300,1
13272,80,37,1
13273,2,45,1
13274,96,50,1
13275,37,92,1
13276,1,42,1
13277,0,500,1
13278,14,24,1
13279,9,30,1
13280,9,52,1
13281,41,20,1
13282,3,40,1
13283,54,75,1
13284,4,47,1
13285,61,50,1
13286,5,35,1
13287,13,74,1
13288,6,40,1
13289,0,40,1
13290,3,25,1
13291,0,115,1
13292,35,35,1
13293,13,40,1
13294,10,29,1
13295,18,45,1
13296,6,50,1
13297,6,50,1
13298,2,22,1
13299,2,25,1
13300,2,49,1
13301,97,45,1
13302,15,200,1
13303,4,85,1
13304,2,37,1
13305,2,26,1
13306,44,80,1
13307,4,39,1
13308,2,24,1
13309,14,120,1
13310,13,36,1
13311,63,40,1
13312,5,95,1
13313,16,29,1
13314,62,165,1
13315,1,30,1
13316,1,28,1
13317,0,30,1
13318,8,41,1
13319,19,40,1
13320,1,85,1
13321,2,30,1
13322,29,28,1
13323,67,50,1
13324,1,99,1
13325,18,40,1
13326,3,55,1
13327,99,30,1
13328,6,100,1
13329,0,15,1
13330,2,55,1
13331,52,90,1
13332,18,30,1
13333,1,30,1
13334,6,20,1
13335,2,40,1
13336,25,50,1
13337,12,45,1
13338,6,49,1
13339,8,40,1
13340,14,39,1
13341,0,28,1
13342,5,85,1
13343,69,75,1
13344,37,93,1
13345,1,35,1
13346,2,45,1
13347,5,150,1
13348,0,69,1
13349,1,105,1
13350,0,80,1
13351,1,60,1
13352,5,27,1
13353,12,30,1
13354,3,33,1
13355,9,85,1
13356,0,100,1
13357,5,45,1
13358,36,75,1
13359,2,45,1
13360,2,30,1
13361,44,42,1
13362,5,39,1
13363,10,52,1
13364,2,37,1
13365,20,23,1
13366,1,55,1
13367,0,75,1
13368,0,57,1
13369,0,29,1
13370,4,40,1
13371,4,94,1
13372,6,53,1
13373,0,29,1
13374,0,59,1
13375,6,28,1
13376,6,45,1
13377,0,500,1
13378,0,150,1
13379,4,85,1
13380,0,50,1
13381,13,45,1
13382,11,40,1
13383,0,38,1
13384,35,45,1
13385,11,200,1
13386,2,88,1
13387,12,65,1
13388,4,100,1
13389,2,65,1
13390,65,30,1
13391,54,35,1
13392,10,55,1
13393,22,45,1
13394,0,60,1
13395,19,55,1
13396,4,45,1
13397,1,55,1
13398,7,39,1
13399,1,70,1
13400,30,72,1
13401,5,30,1
13402,16,30,1
13403,1,120,1
13404,99,30,1
13405,17,120,1
13406,4,20,1
13407,4,60,1
13408,3,59,1
13409,0,75,1
13410,15,94,1
13411,2,42,1
13412,41,80,1
13413,9,49,1
13414,0,45,1
13415,2,50,1
13416,2,65,1
13417,0,77,1
13418,8,130,1
13419,0,30,1
13420,0,35,1
13421,2,62,1
13422,10,27,1
13423,4,130,1
13424,71,50,1
13425,18,44,1
13426,1,30,1
13427,8,60,1
13428,28,20,1
13429,55,40,1
13430,14,49,1
13431,1,50,1
13432,4,36,1
13433,2,50,1
13434,26,69,1
13435,13,26,1
13436,35,31,1
13437,2,69,1
13438,93,180,1
13439,3,40,1
13440,9,49,1
13441,5,28,1
13442,9,30,1
13443,12,29,1
13444,2,40,1
13445,18,38,1
13446,49,58,1
13447,4,100,1
13448,1,35,1
13449,23,100,1
13450,0,20,1
13451,7,30,1
13452,65,59,1
13453,16,85,1
13454,0,22,1
13455,1,36,1
13456,43,45,1
13457,3,99,1
13458,13,35,1
13459,35,80,1
13460,6,90,1
13461,4,20,1
13462,0,24,1
13463,9,104,1
13464,65,85,1
13465,3,280,1
13466,29,40,1
13467,8,25,1
13468,59,40,1
13469,3,25,1
13470,17,20,1
13471,8,30,1
13472,4,45,1
13473,9,35,1
13474,4,15,1
13475,9,29,1
13476,7,59,1
13477,32,50,1
13478,6,60,1
13479,11,35,1
13480,1,20,1
13481,4,40,1
13482,9,45,1
13483,7,25,1
13484,7,57,1
13485,4,120,1
13486,3,28,1
13487,1,125,1
13488,0,19,1
13489,5,30,1
13490,3,50,1
13491,0,50,1
13492,2,23,1
13493,0,39,1
13494,10,35,1
13495,1,200,1
13496,18,69,1
13497,7,50,1
13498,4,60,1
13499,10,19,1
13500,3,119,1
13501,51,95,1
13502,5,18,1
13503,9,25,1
13504,1,79,1
13505,13,80,1
13506,1,40,1
13507,5,25,1
13508,3,30,1
13509,0,80,1
13510,14,69,1
13511,23,40,1
13512,1,55,1
13513,2,17,1
13514,2,27,1
13515,1,179,1
13516,2,52,1
13517,48,30,1
13518,22,39,1
13519,4,42,1
13520,28,45,1
13521,1,60,1
13522,9,30,1
13523,6,24,1
13524,40,70,1
13525,50,30,1
13526,58,50,1
13527,10,75,1
13528,22,86,1
13529,0,150,1
13530,11,80,1
13531,0,39,1
13532,0,80,1
13533,1,25,1
13534,2,40,1
13535,0,34,1
13536,12,109,1
13537,50,100,1
13538,5,80,1
13539,5,83,1
13540,4,85,1
13541,0,35,1
13542,0,50,1
13543,2,65,1
13544,0,88,1
13545,2,22,1
13546,17,57,1
13547,0,14,1
13548,64,35,1
13549,37,120,1
13550,1,24,1
13551,35,25,1
13552,2,27,1
13553,12,27,1
13554,0,45,1
13555,0,100,1
13556,5,131,1
13557,1,33,1
13558,2,50,1
13559,10,45,1
13560,37,89,1
13561,13,50,1
13562,3,39,1
13563,3,46,1
13564,14,65,1
13565,40,55,1
13566,43,125,1
13567,2,76,1
13568,7,55,1
13569,4,32,1
13570,2,45,1
13571,37,70,1
13572,45,120,1
13573,2,24,1
13574,0,65,1
13575,1,65,1
13576,6,80,1
13577,13,19,1
13578,0,21,1
13579,6,28,1
13580,0,60,1
13581,15,180,1
13582,2,22,1
13583,5,46,1
13584,1,94,1
13585,32,29,1
13586,3,150,1
13587,5,30,1
13588,9,80,1
13589,1,30,1
13590,10,80,1
13591,2,48,1
13592,3,80,1
13593,0,25,1
13594,5,28,1
13595,1,35,1
13596,1,35,1
13597,11,20,1
13598,3,50,1
13599,8,45,1
13600,6,22,1
13601,2,60,1
13602,37,50,1
13603,3,66,1
13604,56,250,1
13605,1,27,1
13606,3,37,1
13607,5,30,1
13608,13,35,1
13609,4,48,1
13610,5,20,1
13611,4,38,1
13612,7,43,1
13613,0,78,1
13614,1,60,1
13615,8,300,1
13616,2,25,1
13617,34,35,1
13618,0,40,1
13619,12,13,1
13620,20,140,1
13621,0,50,1
13622,6,145,1
13623,0,135,1
13624,16,17,1
13625,32,38,1
13626,2,25,1
13627,5,100,1
13628,30,65,1
13629,2,20,1
13630,3,20,1
13631,6,80,1
13632,7,75,1
13633,129,88,1
13634,0,35,1
13635,118,88,1
13636,5,17,1
13637,3,90,1
13638,20,60,1
13639,23,65,1
13640,16,80,1
13641,4,22,1
13642,0,179,1
13643,9,65,1
13644,12,45,1
13645,3,180,1
13646,7,100,1
13647,14,80,1
13648,7,50,1
13649,0,60,1
13650,0,56,1
13651,3,28,1
13652,0,22,1
13653,11,17,1
13654,0,28,1
13655,1,13,1
13656,2,45,1
13657,0,49,1
13658,0,40,1
13659,1,33,1
13660,0,39,1
13661,25,95,1
13662,8,26,1
13663,2,63,1
13664,3,16,1
13665,6,105,1
13666,1,24,1
13667,6,70,1
13668,9,24,1
13669,8,149,1
13670,5,65,1
13671,9,169,1
13672,7,25,1
13673,2,30,1
13674,2,80,1
13675,0,40,1
13676,5,58,1
13677,2,35,1
13678,16,24,1
13679,10,150,1
13680,1,20,1
13681,6,28,1
13682,83,57,1
13683,14,35,1
13684,60,49,1
13685,1,25,1
13686,4,40,1
13687,8,53,1
13688,4,45,1
13689,3,37,1
13690,1,69,1
13691,74,23,1
13692,3,46,1
13693,0,40,1
13694,3,45,1
13695,1,31,1
13696,3,40,1
13697,16,149,1
13698,26,25,1
13699,64,49,1
13700,2,35,1
13701,2,65,1
13702,1,69,1
13703,0,25,1
13704,0,100,1
13705,22,55,1
13706,11,40,1
13707,1,47,1
13708,0,25,1
13709,34,25,1
13710,1,90,1
13711,5,41,1
13712,2,20,1
13713,14,45,1
13714,6,28,1
13715,0,55,1
13716,10,50,1
13717,3,89,1
13718,8,75,1
13719,11,45,1
13720,39,30,1
13721,1,44,1
13722,0,19,1
13723,1,87,1
13724,4,43,1
13725,3,69,1
13726,1,65,1
13727,18,70,1
13728,3,69,1
13729,4,85,1
13730,3,31,1
13731,59,40,1
13732,2,48,1
13733,1,31,1
13734,4,180,1
13735,69,80,1
13736,3,30,1
13737,1,60,1
13738,41,199,1
13739,32,25,1
13740,62,53,1
13741,2,90,1
13742,35,150,1
13743,12,24,1
13744,2,30,1
13745,4,40,1
13746,17,28,1
13747,41,35,1
13748,2,24,1
13749,0,55,1
13750,1,35,1
13751,11,45,1
13752,11,96,1
13753,2,50,1
13754,50,90,1
13755,0,130,1
13756,83,45,1
13757,5,33,1
13758,12,110,1
13759,19,158,1
13760,1,95,1
13761,1,54,1
13762,7,40,1
13763,1,90,1
13764,21,20,1
13765,2,100,1
13766,8,60,1
13767,2,35,1
13768,1,32,1
13769,17,140,1
13770,16,50,1
13771,2,50,1
13772,3,60,1
13773,0,180,1
13774,6,30,1
13775,21,59,1
13776,18,33,1
13777,1,42,1
13778,4,50,1
13779,4,50,1
13780,5,75,1
13781,36,45,1
13782,1,60,1
13783,44,35,1
13784,2,23,1
13785,1,20,1
13786,6,80,1
13787,2,18,1
13788,9,70,1
13789,0,29,1
13790,9,55,1
13791,27,99,1
13792,0,27,1
13793,8,25,1
13794,4,60,1
13795,4,25,1
13796,1,30,1
13797,7,53,1
13798,2,35,1
13799,1,40,1
13800,2,45,1
13801,32,44,1
13802,2,65,1
13803,13,50,1
13804,6,60,1
13805,0,32,1
13806,9,110,1
13807,6,130,1
13808,5,27,1
13809,0,14,1
13810,42,109,1
13811,0,35,1
13812,4,90,1
13813,2,69,1
13814,16,85,1
13815,45,40,1
13816,1,40,1
13817,57,30,1
13818,30,19,1
13819,1,50,1
13820,1,90,1
13821,6,40,1
13822,3,17,1
13823,44,34,1
13824,1,20,1
13825,22,37,1
13826,11,23,1
13827,5,95,1
13828,20,96,1
13829,0,20,1
13830,4,34,1
13831,3,19,1
13832,4,50,1
13833,15,210,1
13834,0,99,1
13835,3,22,1
13836,1,74,1
13837,29,90,1
13838,4,30,1
13839,13,33,1
13840,8,100,1
13841,14,18,1
13842,4,105,1
13843,5,20,1
13844,18,22,1
13845,6,50,1
13846,0,93,1
13847,9,95,1
13848,0,45,1
13849,4,70,1
13850,27,30,1
13851,2,30,1
13852,0,95,1
13853,6,50,1
13854,4,33,1
13855,1,30,1
13856,8,30,1
13857,5,26,1
13858,15,100,1
13859,7,50,1
13860,13,100,1
13861,1,30,1
13862,4,26,1
13863,1,23,1
13864,1,23,1
13865,9,69,1
13866,15,69,1
13867,0,40,1
13868,9,25,1
13869,2,25,1
13870,10,29,1
13871,0,15,1
13872,1,60,1
13873,0,25,1
13874,1,30,1
13875,3,23,1
13876,1,18,1
13877,29,30,1
13878,11,32,1
13879,0,50,1
13880,14,48,1
13881,2,80,1
13882,0,120,1
13883,2,150,1
13884,3,39,1
13885,3,20,1
13886,5,25,1
13887,5,45,1
13888,6,69,1
13889,8,30,1
13890,81,60,1
13891,2,60,1
13892,7,30,1
13893,60,100,1
13894,12,27,1
13895,2,60,1
13896,5,55,1
13897,1,100,1
13898,8,70,1
13899,55,145,1
13900,9,30,1
13901,11,26,1
13902,1,125,1
13903,2,25,1
13904,4,25,1
13905,16,20,1
13906,0,45,1
13907,4,50,1
13908,5,67,1
13909,2,25,1
13910,1,99,1
13911,3,18,1
13912,26,17,1
13913,7,150,1
13914,37,120,1
13915,129,32,1
13916,3,20,1
13917,37,48,1
13918,8,42,1
13919,0,15,1
13920,6,1875,1
13921,1,40,1
13922,17,45,1
13923,15,59,1
13924,6,45,1
13925,0,175,1
13926,5,89,1
13927,37,50,1
13928,0,50,1
13929,2,200,1
13930,13,60,1
