,number_of_reviews,price,label
5814,27,37,1
5815,0,35,1
5816,54,80,1
5817,3,45,1
5818,2,16,1
5819,9,54,1
5820,0,55,1
5821,16,140,1
5822,12,177,1
5823,3,85,1
5824,17,35,1
5825,56,105,1
5826,5,67,1
5827,0,55,1
5828,1,35,1
5829,3,35,1
5830,5,22,1
5831,3,34,1
5832,0,59,1
5833,0,29,1
5834,26,85,1
5835,1,30,1
5836,1,30,1
5837,2,25,1
5838,0,41,1
5839,8,45,1
5840,107,42,1
5841,1,15,1
5842,9,24,1
5843,0,90,1
5844,4,60,1
5845,2,46,1
5846,26,240,1
5847,0,55,1
5848,0,55,1
5849,9,75,1
5850,4,40,1
5851,0,28,1
5852,1,17,1
5853,2,30,1
5854,1,50,1
5855,23,65,1
5856,99,45,1
5857,0,53,1
5858,3,100,1
5859,1,36,1
5860,9,85,1
5861,15,24,1
5862,4,30,1
5863,1,40,1
5864,37,150,1
5865,0,25,1
5866,5,80,1
5867,14,73,1
5868,14,89,1
5869,50,89,1
5870,3,115,1
5871,14,25,1
5872,0,24,1
5873,30,45,1
5874,4,25,1
5875,1,33,1
5876,0,10,1
5877,1,31,1
5878,20,25,1
5879,2,59,1
5880,8,24,1
5881,2,50,1
5882,1,40,1
5883,3,95,1
5884,2,90,1
5885,4,25,1
5886,1,25,1
5887,7,80,1
5888,3,33,1
5889,0,106,1
5890,33,39,1
5891,1,67,1
5892,5,69,1
5893,11,70,1
5894,137,39,1
5895,92,89,1
5896,7,55,1
5897,84,34,1
5898,11,50,1
5899,8,24,1
5900,4,30,1
5901,9,34,1
5902,16,98,1
5903,89,115,1
5904,1,42,1
5905,5,55,1
5906,3,50,1
5907,18,95,1
5908,14,90,1
5909,1,15,1
5910,0,50,1
5911,0,120,1
5912,34,30,1
5913,3,89,1
5914,6,23,1
5915,0,30,1
5916,9,120,1
5917,2,50,1
5918,2,22,1
5919,0,55,1
5920,0,100,1
5921,0,45,1
5922,2,30,1
5923,10,55,1
5924,0,100,1
5925,3,30,1
5926,8,41,1
5927,3,25,1
5928,1,48,1
5929,1,42,1
5930,4,75,1
5931,9,30,1
5932,14,49,1
5933,0,24,1
5934,3,95,1
5935,6,59,1
5936,47,35,1
5937,7,120,1
5938,9,40,1
5939,9,29,1
5940,185,79,1
5941,2,22,1
5942,7,50,1
5943,1,30,1
5944,6,28,1
5945,105,129,1
5946,3,39,1
5947,0,18,1
5948,19,70,1
5949,1,45,1
5950,27,129,1
5951,0,45,1
5952,1,27,1
5953,24,85,1
5954,0,35,1
5955,48,49,1
5956,2,31,1
5957,67,50,1
5958,47,45,1
5959,10,85,1
5960,16,145,1
5961,14,50,1
5962,2,25,1
5963,37,45,1
5964,6,25,1
5965,0,40,1
5966,1,50,1
5967,3,43,1
5968,5,65,1
5969,5,40,1
5970,161,70,1
5971,2,20,1
5972,40,35,1
5973,12,33,1
5974,1,50,1
5975,28,85,1
5976,55,19,1
5977,0,45,1
5978,5,43,1
5979,14,24,1
5980,125,80,1
5981,0,45,1
5982,27,57,1
5983,25,25,1
5984,0,75,1
5985,48,44,1
5986,1,120,1
5987,0,15,1
5988,0,27,1
5989,12,40,1
5990,5,28,1
5991,1,48,1
5992,1,20,1
5993,0,90,1
5994,14,52,1
5995,2,49,1
5996,26,75,1
5997,7,20,1
5998,39,34,1
5999,0,18,1
6000,4,30,1
6001,3,20,1
6002,0,45,1
6003,7,35,1
6004,3,60,1
6005,1,50,1
6006,1,38,1
6007,2,30,1
6008,20,29,1
6009,19,39,1
6010,1,40,1
6011,0,60,1
6012,0,45,1
6013,1,80,1
6014,0,50,1
6015,11,60,1
6016,5,50,1
6017,0,30,1
6018,2,16,1
6019,58,60,1
6020,32,30,1
6021,14,48,1
6022,1,15,1
6023,16,20,1
6024,22,37,1
6025,7,60,1
6026,1,25,1
6027,2,37,1
6028,1,50,1
6029,190,52,1
6030,1,95,1
6031,19,25,1
6032,9,85,1
6033,6,35,1
6034,5,20,1
6035,2,70,1
6036,6,39,1
6037,22,30,1
6038,7,35,1
6039,5,38,1
6040,0,38,1
6041,1,21,1
6042,1,49,1
6043,0,80,1
6044,1,21,1
6045,0,80,1
6046,0,25,1
6047,1,25,1
6048,11,96,1
6049,75,30,1
6050,31,39,1
6051,2,52,1
6052,0,96,1
6053,5,30,1
6054,2,23,1
6055,3,55,1
6056,53,81,1
6057,32,80,1
6058,0,58,1
6059,0,65,1
6060,1,25,1
6061,54,275,1
6062,6,29,1
6063,7,35,1
6064,1,36,1
6065,2,25,1
6066,2,60,1
6067,42,28,1
6068,0,32,1
6069,9,24,1
6070,18,30,1
6071,0,17,1
6072,0,75,1
6073,4,30,1
6074,0,40,1
6075,94,91,1
6076,90,129,1
6077,1,55,1
6078,2,25,1
6079,0,25,1
6080,0,80,1
6081,4,50,1
6082,0,25,1
6083,3,65,1
6084,2,34,1
6085,31,52,1
6086,71,29,1
6087,0,250,1
6088,1,75,1
6089,5,82,1
6090,81,54,1
6091,0,20,1
6092,9,32,1
6093,172,55,1
6094,14,149,1
6095,53,35,1
6096,0,45,1
6097,0,50,1
6098,6,31,1
6099,1,200,1
6100,11,99,1
6101,0,45,1
6102,18,29,1
6103,1,50,1
6104,3,250,1
6105,0,100,1
6106,61,170,1
6107,3,55,1
6108,18,250,1
6109,64,55,1
6110,18,36,1
6111,5,31,1
6112,38,55,1
6113,0,300,1
6114,1,35,1
6115,1,19,1
6116,5,30,1
6117,21,39,1
6118,3,59,1
6119,132,30,1
6120,4,65,1
6121,1,30,1
6122,5,25,1
6123,26,285,1
6124,0,15,1
6125,4,70,1
6126,5,25,1
6127,25,40,1
6128,33,18,1
6129,104,35,1
6130,12,50,1
6131,112,39,1
6132,0,75,1
6133,27,38,1
6134,104,45,1
6135,0,42,1
6136,130,99,1
6137,1,20,1
6138,1,19,1
6139,1,36,1
6140,4,65,1
6141,1,90,1
6142,2,30,1
6143,75,90,1
6144,9,69,1
6145,1,50,1
6146,74,49,1
6147,7,30,1
6148,0,50,1
6149,54,80,1
6150,0,22,1
6151,4,25,1
6152,1,30,1
6153,4,39,1
6154,3,60,1
6155,13,110,1
6156,0,50,1
6157,3,120,1
6158,63,55,1
6159,5,55,1
6160,1,28,1
6161,0,14,1
6162,0,70,1
6163,4,30,1
6164,3,70,1
6165,41,36,1
6166,3,50,1
6167,1,20,1
6168,19,89,1
6169,0,50,1
6170,1,119,1
6171,0,55,1
6172,4,30,1
6173,33,59,1
6174,1,20,1
6175,20,235,1
6176,0,35,1
6177,1,35,1
6178,3,25,1
6179,26,60,1
6180,2,45,1
6181,4,50,1
6182,0,69,1
6183,1,73,1
6184,1,54,1
6185,190,160,1
6186,36,187,1
6187,2,80,1
6188,12,120,1
6189,12,85,1
6190,3,55,1
6191,0,60,1
6192,4,69,1
6193,0,45,1
6194,1,39,1
6195,21,38,1
6196,10,39,1
6197,1,25,1
6198,7,100,1
6199,63,55,1
6200,0,35,1
6201,2,27,1
6202,1,20,1
6203,0,40,1
6204,0,30,1
6205,0,40,1
6206,9,149,1
6207,1,70,1
6208,10,50,1
6209,5,95,1
6210,1,50,1
6211,0,140,1
6212,0,60,1
6213,1,70,1
6214,9,50,1
6215,38,29,1
6216,65,39,1
6217,1,17,1
6218,14,22,1
6219,11,25,1
6220,48,134,1
6221,47,99,1
6222,13,100,1
6223,0,50,1
6224,3,50,1
6225,9,35,1
6226,11,90,1
6227,19,28,1
6228,6,86,1
6229,9,36,1
6230,3,135,1
6231,1,40,1
6232,0,25,1
6233,6,45,1
6234,3,25,1
6235,83,50,1
6236,6,95,1
6237,20,50,1
6238,2,85,1
6239,29,35,1
6240,3,70,1
6241,6,50,1
6242,5,49,1
6243,9,20,1
6244,0,30,1
6245,0,42,1
6246,0,35,1
6247,6,41,1
6248,0,100,1
6249,0,45,1
6250,2,70,1
6251,28,58,1
6252,0,60,1
6253,74,79,1
6254,0,45,1
6255,3,80,1
6256,0,49,1
6257,3,44,1
6258,29,35,1
6259,5,35,1
6260,0,60,1
6261,154,46,1
6262,51,65,1
6263,12,45,1
6264,0,40,1
6265,30,90,1
6266,180,69,1
6267,26,35,1
6268,8,91,1
6269,10,45,1
6270,1,24,1
6271,2,14,1
6272,0,55,1
6273,2,35,1
6274,4,31,1
6275,5,75,1
6276,0,302,1
6277,0,25,1
6278,5,99,1
6279,21,40,1
6280,0,20,1
6281,8,33,1
6282,36,35,1
6283,6,40,1
6284,41,80,1
6285,18,55,1
6286,1,25,1
6287,15,35,1
6288,33,35,1
6289,55,55,1
6290,1,35,1
6291,22,27,1
6292,0,25,1
6293,19,130,1
6294,0,30,1
6295,0,60,1
6296,1,80,1
6297,0,27,1
6298,2,70,1
6299,20,60,1
6300,0,32,1
6301,1,40,1
6302,0,69,1
6303,4,131,1
6304,1,88,1
6305,4,38,1
6306,1,22,1
6307,1,60,1
6308,57,29,1
6309,200,53,1
6310,0,39,1
6311,13,70,1
6312,13,49,1
6313,16,60,1
6314,7,100,1
6315,2,19,1
6316,216,84,1
6317,4,60,1
6318,204,101,1
6319,198,65,1
6320,15,55,1
6321,1,50,1
6322,16,30,1
6323,64,65,1
6324,96,119,1
6325,87,96,1
6326,8,42,1
6327,0,20,1
6328,54,26,1
6329,77,50,1
6330,1,20,1
6331,32,32,1
6332,0,82,1
6333,1,60,1
6334,11,70,1
6335,6,129,1
6336,0,65,1
6337,1,35,1
6338,0,25,1
6339,0,65,1
6340,69,30,1
6341,0,10,1
6342,1,20,1
6343,174,55,1
6344,1,55,1
6345,100,34,1
6346,0,50,1
6347,39,150,1
6348,14,70,1
6349,0,25,1
6350,1,24,1
6351,1,50,1
6352,0,25,1
6353,3,37,1
6354,70,39,1
6355,12,75,1
6356,57,40,1
6357,3,35,1
6358,65,96,1
6359,3,45,1
6360,1,45,1
6361,54,35,1
6362,15,27,1
6363,24,40,1
6364,2,25,1
6365,93,85,1
6366,13,83,1
6367,2,35,1
6368,3,43,1
6369,0,50,1
6370,10,55,1
6371,3,45,1
6372,0,50,1
6373,1,220,1
6374,4,85,1
6375,49,85,1
6376,0,29,1
6377,5,30,1
6378,27,55,1
6379,94,85,1
6380,0,189,1
6381,0,191,1
6382,5,22,1
6383,1,36,1
6384,0,39,1
6385,2,36,1
6386,163,24,1
6387,0,46,1
6388,34,50,1
6389,8,35,1
6390,35,92,1
6391,1,75,1
6392,29,100,1
6393,0,51,1
6394,3,28,1
6395,58,169,1
6396,0,69,1
6397,5,95,1
6398,0,25,1
6399,3,48,1
6400,6,90,1
6401,27,27,1
6402,2,30,1
6403,4,20,1
6404,7,120,1
6405,0,79,1
6406,13,45,1
6407,0,25,1
6408,2,49,1
6409,44,150,1
6410,182,359,1
6411,1,26,1
6412,8,55,1
6413,14,180,1
6414,11,29,1
6415,4,25,1
6416,45,349,1
6417,169,30,1
6418,6,250,1
6419,1,29,1
6420,0,59,1
6421,77,50,1
6422,0,43,1
6423,55,360,1
6424,14,50,1
6425,0,60,1
6426,0,119,1
6427,41,39,1
6428,3,40,1
6429,18,35,1
6430,40,110,1
6431,0,13,1
6432,1,69,1
6433,3,20,1
6434,26,129,1
6435,4,70,1
6436,1,80,1
6437,3,40,1
6438,0,35,1
6439,19,50,1
6440,12,30,1
6441,1,28,1
6442,2,25,1
6443,3,55,1
6444,1,80,1
6445,13,100,1
6446,5,45,1
6447,0,390,1
6448,13,65,1
6449,37,42,1
6450,44,22,1
6451,79,53,1
6452,7,67,1
6453,43,62,1
6454,5,65,1
6455,23,55,1
6456,0,75,1
6457,7,35,1
6458,1,68,1
6459,0,70,1
6460,4,36,1
6461,48,120,1
6462,0,17,1
6463,0,40,1
6464,11,45,1
6465,1,250,1
6466,24,40,1
6467,0,50,1
6468,0,50,1
6469,11,150,1
6470,14,30,1
6471,0,27,1
6472,7,99,1
6473,0,75,1
6474,3,33,1
6475,0,25,1
6476,48,45,1
6477,17,21,1
6478,46,40,1
6479,1,50,1
6480,0,55,1
6481,81,30,1
6482,9,50,1
6483,103,45,1
6484,1,35,1
6485,39,24,1
6486,3,50,1
6487,0,150,1
6488,15,35,1
6489,1,23,1
6490,181,26,1
6491,1,15,1
6492,2,22,1
6493,13,60,1
6494,25,60,1
6495,1,85,1
6496,26,80,1
6497,13,60,1
6498,0,20,1
6499,90,75,1
6500,2,20,1
6501,0,45,1
6502,3,25,1
6503,10,125,1
6504,13,28,1
6505,239,53,1
6506,2,55,1
6507,2,25,1
6508,19,135,1
6509,1,50,1
6510,1,65,1
6511,3,149,1
6512,17,125,1
6513,7,135,1
6514,1,149,1
6515,17,38,1
6516,1,35,1
6517,0,25,1
6518,15,75,1
6519,2,50,1
6520,22,59,1
6521,2,35,1
6522,0,140,1
6523,3,65,1
6524,0,30,1
6525,15,200,1
6526,4,70,1
6527,2,59,1
6528,6,35,1
6529,0,58,1
6530,4,45,1
6531,26,65,1
6532,9,30,1
6533,100,75,1
6534,3,70,1
6535,3,45,1
6536,2,40,1
6537,2,32,1
6538,20,28,1
6539,1,35,1
6540,0,33,1
6541,2,32,1
6542,0,135,1
6543,2,40,1
6544,1,57,1
6545,0,34,1
6546,23,35,1
6547,23,76,1
6548,12,38,1
6549,1,100,1
6550,0,25,1
6551,0,23,1
6552,1,80,1
6553,1,20,1
6554,1,25,1
6555,1,20,1
6556,3,25,1
6557,0,114,1
6558,6,45,1
6559,0,25,1
6560,9,25,1
6561,8,28,1
6562,16,32,1
6563,21,24,1
6564,25,58,1
6565,9,15,1
6566,14,113,1
6567,37,39,1
6568,18,49,1
6569,1,43,1
6570,2,60,1
6571,16,39,1
6572,33,39,1
6573,2,140,1
6574,69,22,1
6575,143,150,1
6576,12,76,1
6577,0,60,1
6578,49,23,1
6579,0,50,1
6580,136,24,1
6581,67,50,1
6582,3,30,1
6583,0,28,1
6584,15,95,1
6585,9,75,1
6586,6,60,1
6587,0,14,1
6588,0,54,1
6589,52,120,1
6590,10,29,1
6591,3,60,1
6592,69,65,1
6593,1,28,1
6594,0,20,1
6595,0,40,1
6596,13,45,1
6597,1,49,1
6598,2,30,1
6599,14,13,1
6600,12,58,1
6601,2,30,1
6602,1,16,1
6603,0,30,1
6604,4,89,1
6605,4,50,1
6606,2,77,1
6607,4,25,1
6608,29,90,1
6609,5,70,1
6610,2,60,1
6611,3,350,1
6612,1,40,1
6613,0,27,1
6614,1,150,1
6615,2,35,1
6616,0,30,1
6617,1,18,1
6618,0,150,1
6619,0,60,1
6620,48,45,1
6621,16,88,1
6622,3,28,1
6623,3,50,1
6624,0,27,1
6625,6,35,1
6626,1,25,1
6627,4,18,1
6628,3,51,1
6629,0,17,1
6630,4,28,1
6631,7,59,1
6632,1,80,1
6633,32,69,1
6634,2,40,1
6635,0,25,1
6636,2,25,1
6637,172,99,1
6638,4,70,1
6639,1,35,1
6640,2,27,1
6641,4,100,1
6642,28,16,1
6643,20,180,1
6644,0,18,1
6645,7,80,1
6646,1,90,1
6647,3,45,1
6648,2,65,1
6649,7,30,1
6650,2,60,1
6651,0,19,1
6652,0,26,1
6653,1,30,1
6654,1,50,1
6655,1,9000,0
6656,23,90,1
6657,4,99,1
6658,1,45,1
6659,0,20,1
6660,0,25,1
6661,26,39,1
6662,0,22,1
6663,1,19,1
6664,3,72,1
6665,0,60,1
6666,0,82,1
6667,40,43,1
6668,1,20,1
6669,5,28,1
6670,9,59,1
6671,11,50,1
6672,1,13,1
6673,25,74,1
6674,131,40,1
6675,16,40,1
6676,2,18,1
6677,0,20,1
6678,0,35,1
6679,0,66,1
6680,0,40,1
6681,3,58,1
6682,0,100,1
6683,1,26,1
6684,0,40,1
6685,9,18,1
6686,1,44,1
6687,227,159,1
6688,1,58,1
6689,1,60,1
6690,28,50,1
6691,5,50,1
6692,2,50,1
6693,1,20,1
6694,44,38,1
6695,0,55,1
6696,3,36,1
6697,0,39,1
6698,0,30,1
6699,7,35,1
6700,0,40,1
6701,9,45,1
6702,47,49,1
6703,0,50,1
6704,1,165,1
6705,0,99,1
6706,115,60,1
6707,46,25,1
6708,0,44,1
6709,0,70,1
6710,0,13,1
6711,1,200,1
6712,0,14,1
6713,5,62,1
6714,0,60,1
6715,79,149,1
6716,0,24,1
6717,1,15,1
6718,1,50,1
6719,1,99,1
6720,1,30,1
6721,4,40,1
6722,3,30,1
6723,12,60,1
6724,3,55,1
6725,0,100,1
6726,69,60,1
6727,0,25,1
6728,0,70,1
6729,24,79,1
6730,0,30,1
6731,2,34,1
6732,121,46,1
6733,1,70,1
6734,39,35,1
6735,2,30,1
6736,1,25,1
6737,53,42,1
6738,10,85,1
6739,17,27,1
6740,1,48,1
6741,9,90,1
6742,2,50,1
6743,47,304,1
6744,12,85,1
6745,0,26,1
6746,9,29,1
6747,1,70,1
6748,91,21,1
6749,5,80,1
6750,0,40,1
6751,1,60,1
6752,2,25,1
6753,10,65,1
6754,0,35,1
6755,8,45,1
6756,11,55,1
6757,135,45,1
6758,4,30,1
6759,3,28,1
6760,30,27,1
6761,31,30,1
6762,1,40,1
6763,5,26,1
6764,23,58,1
6765,17,30,1
6766,0,45,1
6767,18,75,1
6768,4,46,1
6769,3,40,1
6770,0,40,1
6771,37,26,1
6772,4,25,1
6773,2,25,1
6774,1,32,1
6775,1,240,1
6776,4,20,1
6777,0,25,1
6778,24,118,1
6779,0,47,1
6780,0,175,1
6781,0,39,1
6782,0,21,1
6783,3,16,1
6784,2,300,1
6785,13,48,1
6786,34,35,1
6787,0,120,1
6788,0,45,1
6789,2,28,1
6790,25,60,1
6791,0,150,1
6792,4,80,1
6793,0,40,1
6794,28,75,1
6795,1,48,1
6796,0,56,1
6797,0,150,1
6798,8,15,1
6799,6,30,1
6800,2,40,1
6801,0,150,1
6802,0,38,1
6803,1,60,1
6804,1,25,1
6805,30,129,1
6806,2,260,1
6807,3,48,1
6808,1,17,1
6809,208,60,1
6810,10,29,1
6811,0,30,1
6812,0,37,1
6813,10,85,1
6814,3,22,1
6815,88,130,1
6816,0,25,1
6817,1,30,1
6818,16,32,1
6819,1,50,1
6820,0,31,1
6821,1,20,1
6822,0,42,1
6823,2,60,1
6824,0,60,1
6825,10,45,1
6826,8,35,1
6827,1,30,1
6828,9,16,1
6829,1,250,1
6830,18,27,1
6831,0,100,1
6832,22,150,1
6833,1,45,1
6834,1,32,1
6835,12,62,1
6836,0,40,1
6837,0,45,1
6838,5,25,1
6839,6,65,1
6840,7,25,1
6841,4,16,1
6842,7,18,1
6843,1,42,1
6844,61,21,1
6845,16,75,1
6846,24,45,1
6847,0,160,1
6848,1,55,1
6849,8,147,1
6850,0,13,1
6851,1,30,1
6852,0,22,1
6853,0,45,1
6854,0,30,1
6855,0,50,1
6856,1,55,1
6857,10,25,1
6858,2,16,1
6859,2,20,1
6860,0,90,1
6861,3,90,1
6862,72,99,1
6863,30,95,1
6864,17,90,1
6865,0,25,1
6866,2,60,1
6867,23,25,1
6868,2,65,1
6869,0,40,1
6870,1,48,1
6871,55,50,1
6872,0,25,1
6873,3,89,1
6874,0,30,1
6875,7,55,1
6876,7,55,1
6877,114,48,1
6878,8,45,1
6879,0,80,1
6880,0,45,1
6881,2,52,1
6882,2,32,1
6883,167,79,1
6884,15,62,1
6885,0,60,1
6886,18,79,1
6887,2,19,1
6888,82,55,1
6889,0,35,1
6890,0,45,1
6891,9,70,1
6892,3,30,1
6893,55,90,1
6894,3,35,1
6895,4,17,1
6896,11,60,1
6897,15,49,1
6898,0,49,1
6899,18,60,1
6900,0,23,1
6901,7,80,1
6902,0,60,1
6903,0,50,1
6904,1,109,1
6905,7,25,1
6906,89,35,1
6907,97,37,1
6908,11,25,1
6909,79,35,1
6910,3,58,1
6911,2,60,1
6912,1,35,1
6913,0,110,1
6914,1,36,1
6915,19,50,1
6916,3,53,1
6917,0,12,1
6918,1,40,1
6919,1,53,1
6920,0,70,1
6921,1,41,1
6922,4,35,1
6923,1,10,1
6924,7,25,1
6925,1,50,1
6926,0,70,1
6927,2,48,1
6928,32,67,1
6929,1,150,1
6930,2,39,1
6931,0,30,1
6932,1,68,1
6933,0,60,1
6934,1,70,1
6935,0,79,1
6936,3,35,1
6937,3,55,1
6938,1,70,1
6939,1,52,1
6940,100,27,1
6941,33,60,1
6942,29,92,1
6943,10,40,1
6944,13,44,1
6945,2,45,1
6946,0,40,1
6947,1,50,1
6948,11,70,1
6949,0,55,1
6950,10,20,1
6951,0,18,1
6952,1,55,1
6953,0,30,1
6954,3,50,1
6955,20,20,1
6956,64,56,1
6957,305,60,1
6958,2,80,1
6959,1,60,1
6960,0,52,1
6961,20,35,1
6962,2,30,1
6963,3,30,1
6964,1,70,1
6965,0,30,1
6966,17,40,1
6967,3,24,1
6968,4,65,1
6969,1,40,1
6970,13,80,1
6971,5,32,1
6972,1,210,1
6973,0,45,1
6974,0,89,1
6975,12,30,1
6976,2,25,1
6977,3,50,1
6978,3,46,1
6979,226,125,1
6980,5,21,1
6981,0,160,1
6982,2,32,1
6983,175,120,1
6984,0,25,1
6985,0,50,1
6986,8,40,1
6987,0,70,1
6988,18,30,1
6989,10,77,1
6990,198,39,1
6991,1,25,1
6992,2,40,1
6993,0,25,1
6994,1,40,1
6995,199,179,1
6996,1,37,1
6997,6,30,1
6998,0,37,1
6999,6,100,1
7000,1,40,1
7001,0,30,1
7002,1,45,1
7003,24,95,1
7004,1,60,1
7005,222,22,1
7006,0,39,1
7007,14,35,1
7008,0,25,1
7009,1,45,1
7010,67,50,1
7011,5,110,1
7012,1,20,1
7013,3,25,1
7014,59,49,1
7015,4,45,1
7016,3,80,1
7017,0,25,1
7018,2,49,1
7019,0,35,1
7020,7,25,1
7021,0,50,1
7022,1,26,1
7023,6,65,1
7024,0,25,1
7025,0,42,1
7026,0,80,1
7027,1,20,1
7028,0,85,1
7029,0,65,1
7030,0,85,1
7031,0,50,1
7032,81,75,1
7033,34,75,1
7034,19,88,1
7035,1,25,1
7036,4,35,1
7037,117,65,1
7038,7,90,1
7039,1,29,1
7040,74,60,1
7041,1,53,1
7042,0,99,1
7043,10,60,1
7044,304,60,1
7045,0,44,1
7046,1,47,1
7047,2,30,1
7048,179,104,1
7049,1,80,1
7050,0,20,1
7051,4,15,1
7052,10,48,1
7053,6,21,1
7054,1,39,1
7055,0,35,1
7056,1,90,1
7057,3,50,1
7058,0,23,1
7059,293,60,1
7060,10,28,1
7061,1,60,1
7062,0,22,1
7063,0,30,1
7064,0,35,1
7065,28,55,1
7066,0,49,1
7067,1,89,1
7068,1,34,1
7069,4,29,1
7070,1,50,1
7071,33,50,1
7072,0,50,1
7073,0,43,1
7074,21,39,1
7075,51,30,1
7076,172,50,1
7077,1,40,1
7078,0,119,1
7079,0,45,1
7080,7,30,1
7081,17,55,1
7082,0,30,1
7083,0,26,1
7084,0,20,1
7085,32,70,1
7086,1,20,1
7087,101,220,1
7088,0,25,1
7089,25,54,1
7090,128,89,1
7091,99,48,1
7092,45,60,1
7093,1,30,1
7094,2,60,1
7095,3,20,1
7096,0,31,1
7097,3,40,1
7098,0,21,1
7099,130,129,1
7100,1,35,1
7101,0,35,1
7102,1,42,1
7103,0,20,1
7104,1,95,1
7105,4,60,1
7106,6,45,1
7107,1,28,1
7108,1,35,1
7109,0,49,1
7110,1,25,1
7111,1,70,1
7112,0,60,1
7113,9,36,1
7114,2,20,1
7115,5,50,1
7116,0,90,1
7117,1,37,1
7118,11,37,1
7119,47,35,1
7120,2,100,1
7121,3,23,1
7122,1,45,1
7123,1,23,1
7124,1,115,1
7125,1,30,1
7126,86,84,1
7127,7,35,1
7128,0,45,1
7129,2,40,1
7130,134,107,1
7131,17,21,1
7132,50,65,1
7133,2,35,1
7134,6,21,1
7135,67,18,1
7136,0,60,1
7137,7,100,1
7138,1,17,1
7139,11,25,1
7140,7,40,1
7141,0,44,1
7142,0,29,1
7143,0,150,1
7144,6,50,1
7145,19,160,1
7146,1,50,1
7147,85,59,1
7148,3,119,1
7149,0,50,1
7150,47,50,1
7151,126,38,1
7152,28,35,1
7153,77,29,1
7154,0,25,1
7155,10,89,1
7156,4,55,1
7157,41,120,1
7158,2,29,1
7159,0,52,1
7160,108,50,1
7161,28,45,1
7162,1,45,1
7163,0,20,1
7164,13,56,1
7165,1,90,1
7166,85,25,1
7167,1,19,1
7168,2,20,1
7169,1,70,1
7170,0,95,1
7171,0,140,1
7172,2,103,1
7173,51,191,1
7174,55,450,1
7175,34,32,1
7176,6,55,1
7177,0,20,1
7178,9,62,1
7179,1,35,1
7180,2,25,1
7181,2,40,1
7182,4,43,1
7183,2,51,1
7184,58,46,1
7185,0,40,1
7186,60,56,1
7187,8,120,1
7188,6,29,1
7189,8,30,1
7190,2,35,1
7191,10,27,1
7192,15,27,1
7193,2,24,1
7194,0,70,1
7195,3,29,1
7196,9,40,1
7197,1,21,1
7198,12,49,1
7199,0,18,1
7200,7,45,1
7201,0,48,1
7202,97,30,1
7203,8,65,1
7204,25,45,1
7205,7,26,1
7206,5,26,1
7207,140,25,1
7208,0,17,1
7209,7,37,1
7210,0,40,1
7211,0,25,1
7212,4,45,1
7213,2,50,1
7214,2,37,1
7215,13,130,1
7216,3,60,1
7217,14,49,1
7218,17,69,1
7219,1,20,1
7220,0,40,1
7221,51,100,1
7222,108,120,1
7223,0,40,1
7224,16,52,1
7225,0,35,1
7226,2,79,1
7227,90,85,1
7228,0,110,1
7229,1,22,1
7230,0,15,1
7231,0,15,1
7232,0,70,1
7233,0,50,1
7234,18,40,1
7235,3,30,1
7236,57,60,1
7237,31,55,1
7238,8,47,1
7239,0,29,1
7240,1,34,1
7241,95,25,1
7242,8,39,1
7243,106,179,1
7244,4,32,1
7245,0,25,1
7246,0,45,1
7247,21,15,1
7248,5,24,1
7249,0,20,1
7250,1,45,1
7251,19,50,1
7252,8,35,1
7253,4,40,1
7254,27,18,1
7255,21,130,1
7256,2,39,1
7257,2,28,1
7258,113,28,1
7259,95,39,1
7260,12,65,1
7261,5,30,1
7262,3,120,1
7263,1,15,1
7264,75,35,1
7265,1,55,1
7266,6,60,1
7267,11,75,1
7268,1,24,1
7269,0,23,1
7270,6,30,1
7271,0,35,1
7272,19,55,1
7273,0,19,1
7274,2,21,1
7275,2,22,1
7276,0,40,1
7277,3,22,1
7278,0,25,1
7279,3,58,1
7280,17,30,1
7281,4,25,1
7282,0,25,1
7283,0,25,1
7284,88,30,1
7285,1,22,1
7286,1,28,1
7287,0,35,1
7288,14,89,1
7289,0,26,1
7290,2,120,1
7291,0,25,1
7292,4,55,1
7293,1,85,1
7294,0,14,1
7295,2,40,1
7296,28,42,1
7297,1,35,1
7298,7,33,1
7299,2,50,1
7300,55,35,1
7301,9,25,1
7302,11,45,1
7303,0,50,1
7304,0,899,1
7305,45,140,1
7306,14,55,1
7307,33,89,1
7308,38,62,1
7309,12,25,1
7310,26,50,1
7311,27,89,1
7312,1,37,1
7313,3,25,1
7314,4,154,1
7315,1,70,1
7316,0,110,1
7317,31,50,1
7318,2,75,1
7319,39,24,1
7320,17,120,1
7321,1,65,1
7322,5,40,1
7323,54,28,1
7324,0,23,1
7325,1,30,1
7326,2,40,1
7327,0,35,1
7328,2,25,1
7329,0,33,1
7330,10,20,1
7331,0,50,1
7332,11,32,1
7333,3,75,1
7334,5,35,1
7335,0,156,1
7336,9,55,1
7337,0,35,1
7338,20,40,1
7339,1,30,1
7340,18,58,1
7341,0,30,1
7342,0,18,1
7343,19,27,1
7344,1,70,1
7345,51,114,1
7346,18,37,1
7347,1,33,1
7348,9,59,1
7349,1,26,1
7350,3,25,1
7351,1,65,1
7352,1,25,1
7353,12,79,1
7354,0,39,1
7355,7,25,1
7356,0,28,1
7357,9,75,1
7358,5,23,1
7359,0,35,1
7360,2,98,1
7361,0,25,1
7362,1,38,1
7363,2,40,1
7364,0,15,1
7365,49,50,1
7366,1,30,1
7367,0,60,1
